time,vpos
0,-0.0003535617124066068
3600,-2.6726820801660338e-06
7200,5.030426755862281e-05
10800,-4.542077280424422e-08
14400,-1.0090786886656466e-07
18000,3.333926044078988e-06
21600,24.708969592753256
25200,32.46487797843319
28800,0.00034385337067319155
32400,-6.000956304678193e-05
36000,2.8469774788197177e-05
39600,-0.00011063392069660309
43200,-6.794941471166517
46800,-2.3908157035464658e-05
50400,0.00038783800947868514
54000,0.0012156384758475742
57600,4.106282045168258e-07
61200,-6.100798062570712e-06
64800,-0.00023411232285705194
68400,-6.706975495818224e-07
72000,6.928673045174198e-05
75600,-0.0005138424032719695
79200,0.00025716360711858206
82800,0.00015788907405625647
86400,3.835586002739463e-05
90000,7.292002052869929e-05
93600,-5.404548201133662e-05
97200,-0.0002399461848622743
100800,-0.0004450441416512739
104400,2.985657740105944e-05
108000,37.842709599589924
111600,39.67769420625882
115200,-49.72093158655046
118800,-73.91501233775878
122400,-57.60446732056278
126000,-49.29859963366129
129600,-33.64434205004934
133200,-26.547622109184054
136800,-22.86407285997335
140400,-7.884632944761067
144000,5.3154571246029435e-05
147600,-2.1332024532236274e-05
151200,0.0002221012493185778
154800,-9.153120941396423e-05
158400,0.0001924990003369272
162000,0.0006696761255017338
165600,2.5487750547891234e-05
169200,5.940884030326501e-06
172800,-0.00087631631190605
176400,0.0003066551040859251
180000,5.088956277035022e-05
183600,0.00023275224291697947
187200,0.00024138320743806758
190800,-0.0005027968195268537
194400,39.02061258362457
198000,27.54454879934568
201600,-50.327132038049086
205200,-99.99999999992555
208800,-99.99999999999928
212400,-99.99999999985589
216000,-99.99999999934379
219600,-84.101892245056
223200,-52.229807703825834
226800,-15.167246150035348
230400,-0.0006900671264968529
234000,-2.0645633212484254e-05
237600,-5.674596332330277e-05
241200,-0.00069195898872693
244800,-0.0003968420114602015
248400,-1.4314992595475023e-05
252000,-0.0002987978449391018
255600,-2.9856903198724992e-05
259200,-2.9856903198724992e-05
