time,x0
0,293.15
3600,293.06424680582916
7200,292.98468832981484
10800,292.89987654617784
14400,292.8130392408891
18000,292.76276470870624
21600,293.1364676530225
25200,293.8285642304207
28800,294.04659976265106
32400,294.19352410731875
36000,294.3344767852842
39600,294.3623056954456
43200,294.40205722012405
46800,294.3749077897636
50400,294.3392579826106
54000,294.257928442108
57600,294.16829408774487
61200,294.09634275041486
64800,294.00399651341706
68400,293.9022183747011
72000,293.81216584918286
75600,293.7131972902824
79200,293.6004307734781
82800,293.48831008938754
86400,293.3796555682111
90000,293.26254191749695
93600,293.1460933707293
97200,293.0303049783603
100800,292.9406477023838
104400,292.8514428615419
108000,292.7847275636666
111600,293.1877066527947
115200,294.1384115208109
118800,294.51524276151497
122400,294.76344082332287
126000,295.06716791069226
129600,295.03937700376713
133200,295.0595483329145
136800,295.0916405686249
140400,295.0660077144205
144000,295.070480795674
147600,295.0624014073096
151200,294.9841148263686
154800,294.8942086518082
158400,294.79404234680186
162000,294.6916082853669
165600,294.5869207603778
169200,294.482822812771
172800,294.38377018190715
176400,294.27798042667035
180000,294.16996141498805
183600,294.05971528914574
187200,293.9493424940336
190800,293.8431886905591
194400,293.75005833284644
198000,294.0137140340693
201600,294.3169231893481
205200,294.80520252114763
208800,295.13289492507886
212400,295.4523052237531
216000,295.7554114788501
219600,296.03730423377215
223200,295.6263861797196
226800,295.38107404486175
230400,295.34290203943203
234000,295.36552845982123
237600,295.3192226749157
241200,295.2490374932852
244800,295.1727680249472
248400,295.08157158120775
252000,294.987693868692
255600,294.89571828327826
259200,294.7929032999407
