time,x0
0,293.15
3600,293.06424680582916
7200,292.9846883299485
10800,292.89987571409716
14400,292.8130392952125
18000,292.76276175316366
21600,293.13646399328434
25200,293.75170763035476
28800,294.0117994878464
32400,294.159073797929
36000,294.3003194978862
39600,294.32843574322294
43200,294.3684743061364
46800,294.39142180674554
50400,294.35566503654366
54000,294.2742395991056
57600,294.18450405516467
61200,294.1124607488997
64800,294.0200230601134
68400,293.9181533099394
72000,293.8280007726037
75600,293.72893458083604
79200,293.6160810895627
82800,293.5038712863375
86400,293.3951276080078
90000,293.27792591855246
93600,293.16138876409656
97200,293.04551495924204
100800,292.9557613750237
104400,292.866463973145
108000,292.79965265605705
111600,292.9873710044581
115200,293.9090117863939
118800,294.3538266386672
122400,294.6497326373482
126000,294.95402506051437
129600,294.98245918943206
133200,294.98623263815557
136800,294.998758794405
140400,295.04890335155983
144000,295.0692785412246
147600,295.061203003688
151200,294.9829231218564
154800,294.8930207513868
158400,294.792863346414
162000,294.6904346278893
165600,294.5857497198839
169200,294.4816575335288
172800,294.3826115235223
176400,294.27683480452583
180000,294.1688218986567
183600,294.05858350214606
187200,293.9482164943357
190800,293.8420672823091
194400,293.748948579446
198000,293.8755214967869
201600,294.1562267666145
205200,294.63346279293967
208800,294.96677298595824
212400,295.2914590406163
216000,295.5996978920722
219600,295.8864616201015
223200,295.56691078145343
226800,295.4064736163534
230400,295.43802888883494
234000,295.460056739128
237600,295.41315140153966
241200,295.3423905345274
244800,295.26554735545926
248400,295.1738259885166
252000,295.0794237170704
255600,294.98690788753163
259200,294.88553435063716
