time,cair.T
0,293.15
3600,293.0642493721096
7200,292.98469535752093
10800,292.8243779548008
14400,292.6094469884798
18000,292.4413745882587
21600,292.7326391884022
25200,293.2174231739858
28800,293.76750890554007
32400,293.9172695810966
36000,294.0605648935989
39600,294.0907573945133
43200,294.1327451665013
46800,294.157504724986
50400,294.12330408705066
54000,294.04319912457004
57600,293.954774859666
61200,293.8840382871656
64800,293.7928984831065
68400,293.69236816225856
72000,293.6036483280997
75600,293.50595837086854
79200,293.3943732694437
82800,293.28341901428723
86400,293.17594476169126
90000,293.0599938211697
93600,292.9447023356893
97200,292.8300576556388
100800,292.6511154688347
104400,292.4922731053461
108000,292.34265629094676
111600,292.4961148249409
115200,293.47638324725614
118800,293.55040200932336
122400,293.83905006124394
126000,294.20000025845934
129600,294.261587063301
133200,294.34229458953143
136800,294.4230405822374
140400,294.5690727285969
144000,294.63425410463964
147600,294.62865074210987
151200,294.5528267151752
154800,294.46539129357234
158400,294.3676585568046
162000,294.26764364541583
165600,294.1653620655367
169200,294.06365708237604
172800,293.9670446011327
176400,293.86362720535783
180000,293.7579580282664
183600,293.72368655427425
187200,293.6849062634784
190800,293.6447323597176
194400,293.61168606776687
198000,293.66607928502236
201600,293.86842640873306
205200,294.10183371671417
208800,294.4525340620881
212400,294.7935515166298
216000,295.1176785823056
219600,295.4195206547029
223200,295.33365232020134
226800,295.2333473797105
230400,295.21507527515126
234000,295.23851741776843
237600,295.19302268488934
241200,295.1236119789869
244800,295.04812433307745
248400,294.95764122854575
252000,294.86446958186593
255600,294.77322599839107
259200,294.6725570754949
