time,solrad,Tout,occ,dpos,vpos
0.0,0.0,4.894999981000001,0.0,0,3.5294117689999998
3600.0,0.0,5.899999619,0.0,0,3.5294117689999998
7200.0,0.0,4.894999981000001,0.0,0,3.5294117689999998
10800.0,0.0,4.3900003430000005,0.0166666665,0,3.5294117689999998
14400.0,0.0,5.1474998,1.483333333,0,3.5294117689999998
18000.0,7.0,4.642500162000001,21.1,0,3.5294117689999998
21600.0,106.52000045,6.149999619,24.966666664999998,0,3.5294117689999998
25200.0,56.166666665,7.899999618999999,0.983333333,0,3.5294117689999998
28800.0,132.69333268999998,8.899999618999999,6.75,0,3.5294117689999998
32400.000000000004,202.49999745000002,10.39999962,4.2166666665,0,3.5294117689999998
36000.0,16.8333333315,8.375,4.416666666499999,0,3.5294117689999998
39600.0,63.50666682,8.0,3.8333333334999997,0,3.5294117689999998
43200.0,63.583333335,8.0,3.0166666665,0,3.5294117689999998
46800.0,32.416666665,6.399999619,1.4666666665,0,3.5294117689999998
50400.0,6.333333333500001,6.2333329520000005,0.0,0,3.5294117689999998
54000.0,9.333333335,4.3900003430000005,0.0,0,3.5294117689999998
57600.0,44.83333333,3.890000343,0.0,0,3.5294117689999998
61200.00000000001,16.66666667,3.023750067,0.0,0,3.5294117689999998
64800.00000000001,0.0,1.6999998090000001,0.3333333335,0,3.5294117689999998
68400.0,0.0,1.1999998090000001,1.0,0,3.5294117689999998
72000.0,0.0,0.699999809,0.6833333335,0,3.5294117689999998
75600.0,0.0,0.699999809,0.0,0,3.5294117689999998
79200.0,0.0,0.699999809,0.0,0,3.5294117689999998
82800.0,0.0,0.699999809,0.13333333349999998,0,3.5294117689999998
86400.0,0.0,-0.400000095,0.0,0,3.5294117689999998
90000.0,0.0,-0.400000095,0.0,0,3.5294117689999998
93600.0,0.0,-0.400000095,0.0,0,3.5294117689999998
97200.0,0.0,-0.400000095,1.183333333,0,3.5294117689999998
100800.0,0.0,0.2749999765,1.0,0,3.5294117689999998
104400.0,31.833333335,0.975000024,1.0,0,3.5294117689999998
108000.0,144.0399984,5.5,5.766666668499999,0,3.5294117689999998
111600.0,292.8133329,9.224999904499999,26.36666667,0,3.5294117689999998
115200.0,452.2933273,10.983332955,26.35,0,3.5294117689999998
118800.00000000001,572.26667275,12.39999962,25.416666665,0,3.5294117689999998
122400.00000000001,612.986674,11.89999962,21.549999999999997,0,3.5294117689999998
126000.00000000001,636.5333252,10.149999619499999,2.0833333334999997,0,3.5294117689999998
129600.00000000001,599.4666748,9.399999618999999,0.0,0,3.5294117689999998
133200.0,517.7600047000001,10.39999962,0.0166666665,0,3.5294117689999998
136800.0,368.37332914999996,10.39999962,0.0,0,3.5294117689999998
140400.0,232.86666235,9.7666665715,0.0,0,3.5294117689999998
144000.0,109.353331235,9.633333524,0.0,0,3.5294117689999998
147600.0,4.25,7.6999998089999995,0.0,0,3.5294117689999998
151200.0,0.0,5.6999998089999995,0.0833333335,0,3.5294117689999998
154800.0,0.0,4.100000381,0.0,0,3.5294117689999998
158400.0,0.0,3.600000381,0.0,0,3.5294117689999998
162000.0,0.0,3.100000381,0.0,0,3.5294117689999998
165600.0,0.0,3.100000381,0.0,0,3.5294117689999998
169200.0,0.0,3.100000381,0.2166666665,0,3.5294117689999998
172800.0,0.0,2.600000143,0.0,0,3.5294117689999998
176400.0,0.0,2.099999905,0.0,0,3.5294117689999998
180000.0,0.0,1.5999999049999998,0.0,0,3.5294117689999998
183600.0,0.0,1.099999905,0.1,0,3.5294117689999998
187200.0,0.0,2.099999905,0.0,0,3.5294117689999998
190800.0,17.0,2.600000143,0.0,0,3.5294117689999998
194400.0,113.0133311,5.350000381,0.0,0,3.5294117689999998
198000.0,250.5199992,8.100000381000001,1.55,0,3.5294117689999998
201600.0,416.8799947,10.100000380500001,33.48333333,0,3.5294117689999998
205200.0,514.8799998,11.433333715,41.066666670000004,0,3.5294117689999998
208800.0,562.00000765,12.350000065,39.6,0,3.5294117689999998
212400.0,551.30667625,11.5,39.833333335,0,3.5294117689999998
216000.0,559.0933329,12.0,38.866666665,0,3.5294117689999998
219600.0,457.86666360000004,12.0,0.5166666665,0,3.5294117689999998
223200.0,350.42666115,12.0,0.0,0,3.5294117689999998
226800.0,225.67999774999998,12.0,0.2,0,3.5294117689999998
230400.0,107.366666155,12.0,1.0,0,3.5294117689999998
234000.00000000003,8.5,9.6999998095,1.0,0,3.5294117689999998
237600.00000000003,0.0,7.399999619,0.6833333335,0,3.5294117689999998
241200.00000000003,0.0,5.899999619,0.7833333335,0,3.5294117689999998
244800.00000000003,0.0,5.899999619,0.0166666665,0,3.5294117689999998
248400.00000000003,0.0,5.394999981,0.0,0,3.5294117689999998
252000.00000000003,0.0,4.3900003430000005,0.35,0,3.5294117689999998
255600.00000000003,0.0,3.890000343,0.0,0,3.5294117689999998
259200.00000000003,0.0,2.800000191,0.0,0,3.5294117689999998
