time,T,qr,vetot
0,20.0,-0.06461800360924949,0.0
3600,19.9142414699852,-0.04983350773938612,0.0
7200,19.83467696606948,371.79276545269187,0.0
10800,19.7953603033086,379.535261124521,0.0
14400,19.754706882441212,394.202633759322,0.0
18000,19.75203493959981,417.3945285846286,0.0
21600,20.17371572470762,686.8997988945375,0.0
25200,20.765105248894088,1299.9841001841935,0.0
28800,20.90333579352159,0.01705472588967445,0.0
32400,21.050191191624037,-0.017641076346199318,0.0
36000,21.191085559768737,-0.0023058310456528794,0.0
39600,21.218857019280108,-0.00031091261776369696,0.0
43200,21.25855540358316,-8.519537685008628e-06,0.0
46800,21.281194460838663,0.00046392036300469953,0.0
50400,21.245170284478945,0.022190484864409964,0.0
54000,21.163523199898805,-0.0007689498342746044,0.0
57600,21.07356421805838,6.793944913333576e-05,0.0
61200,21.001299109071397,-0.012176628884834291,0.0
64800,20.908639440966795,-8.950926090458654e-06,0.0
68400,20.806540630230643,-1.4504852008605646e-05,0.0
72000,20.716143490257366,-0.13607423148258946,0.0
75600,20.616826729050615,4.465530092072818e-05,0.0
79200,20.503759516389778,0.0025720827326677054,0.0
82800,20.391334487778977,-0.010535240076677336,0.0
86400,20.28237178474717,-0.00020600410495356415,0.0
90000,20.16495857064683,0.0007810074341822217,0.0
93600,20.048212053948646,1424.8628853689459,0.0
97200,20.10648533218074,1428.4716227341598,0.0
100800,20.190096620543386,1386.6387456174114,0.0
104400,20.267983725429474,1339.484531437306,0.0
108000,20.361528651683216,1195.5507156581712,0.0
111600,20.62629720098056,-433.80673824038286,0.0
115200,21.222020968003562,-2484.7487242714947,0.0
118800,21.653919213689107,-3175.5276461648973,0.0
122400,22.048423754688542,-3339.1586783026487,0.0
126000,22.357697594966737,-3375.4184495748905,0.0
129600,22.275740583663776,-2879.703382114323,0.0
133200,22.188354752511316,-2281.2407971182647,0.0
136800,22.13462573408094,-1724.6303355402101,0.0
140400,22.06472772320842,-70.89826268822159,0.0
144000,22.117570312402393,0.06356772788090762,0.0
147600,22.108379430413606,-0.011691614682057512,0.0
151200,22.028979034986662,7.501138132499703e-06,0.0
154800,21.93795414240202,-0.0008994064465511179,0.0
158400,21.83668851943031,-0.00016527397002455988,0.0
162000,21.733159374545096,-6.574153039239791e-05,0.0
165600,21.627379483940103,-0.0005145938295095611,0.0
169200,21.522200047340107,-0.0005174833392502512,0.0
172800,21.42204482949586,-0.02404552262205207,0.0
176400,21.315189716036514,-2.649576596411235e-06,0.0
180000,21.20610566784302,72.7504014103814,0.0
183600,21.103704703383812,90.66595172911076,0.0
187200,21.003310197656617,161.05453741042822,0.0
190800,20.915704580282068,190.33751274186108,0.0
194400,20.84460585607809,293.24683757472894,0.0
198000,20.85626552889596,436.8841864565245,0.0
201600,21.010828751066924,-5484.946451981633,0.0
205200,21.205129906539753,-5982.676266208771,0.0
208800,21.549635606327797,-5999.999999890491,0.0
212400,21.882805499311758,-5999.999988265554,0.0
216000,22.199297978058212,-5999.9999987983965,0.0
219600,22.493894620914716,-3563.3314629120828,0.0
223200,22.26675872458236,-2043.7891434006744,0.0
226800,22.156017331624867,-23.476585118078333,0.0
230400,22.226760197180397,-0.02423188019962694,0.0
234000,22.24917390162824,2.0724171244552037e-05,0.0
237600,22.202654820103078,-0.0001445220186824979,0.0
241200,22.132264989915427,-0.0006983984610883694,0.0
244800,22.05579449076538,-0.0006983984610883694,0.0
248400,21.964413081645034,-4.7709326300334734e-05,0.0
252000,21.87034930460902,0.0022871823682547336,0.0
255600,21.778183251306018,0.002817437928601466,0.0
259200,21.676632584885965,1.1678157310716773e-05,0.0
