time,vpos
0,-0.0010769667268208248
3600,-0.000830558462323102
7200,6.196546090878198
10800,6.325587685408683
14400,6.5700438959887
18000,6.956575476410476
21600,11.448329981575625
25200,21.66640166973656
28800,0.00028424543149457415
32400,-0.00029401793910332195
36000,-3.843051742754799e-05
39600,-5.181876962728283e-06
43200,-1.4199229475014379e-07
46800,7.732006050078326e-06
50400,0.00036984141440683273
54000,-1.2815830571243406e-05
57600,1.1323241522222628e-06
61200,-0.00020294381474723818
64800,-1.4918210150764422e-07
68400,-2.4174753347676075e-07
72000,-0.0022679038580431577
75600,7.442550153454697e-07
79200,4.2868045544461753e-05
82800,-0.00017558733461128892
86400,-3.433401749226069e-06
90000,1.3016790569703694e-05
93600,23.747714756149097
97200,23.807860378902664
100800,23.11064576029019
104400,22.324742190621766
108000,19.925845260969517
111600,-7.230112304006381
115200,-41.412478737858244
118800,-52.925460769414954
122400,-55.65264463837748
126000,-56.25697415958151
129600,-47.99505636857205
133200,-38.020679951971076
136800,-28.74383892567017
140400,-1.1816377114703598
144000,0.0010594621313484603
147600,-0.00019486024470095854
151200,1.2501896887499505e-07
154800,-1.4990107442518631e-05
158400,-2.754566167075998e-06
162000,-1.0956921732066318e-06
165600,-8.576563825159352e-06
169200,-8.62472232083752e-06
172800,-0.0004007587103675345
176400,-4.415960994018725e-08
180000,1.2125066901730233
183600,1.5110991954851793
187200,2.6842422901738034
190800,3.172291879031018
194400,4.887447292912149
198000,7.2814031076087415
201600,-91.41577419969387
205200,-99.71127110347952
208800,-99.99999999817486
212400,-99.9999998044259
216000,-99.99999997997327
219600,-59.38885771520138
223200,-34.06315239001124
226800,-0.3912764186346389
230400,-0.0004038646699937824
234000,3.4540285407586724e-07
237600,-2.4087003113749644e-06
241200,-1.1639974351472824e-05
244800,-7.951554383389122e-07
248400,3.811970613757889e-05
252000,4.695729881002443e-05
255600,1.9463595517861288e-07
259200,-2.7335576909328857e-05
