time,T,Qr,vetot
0,20.0,0.0,0.0
3600,19.91738504880516,0.0,0.0
7200,19.840913487755927,0.0,0.0
10800,19.75903152404271,0.0,0.0
14400,19.67521732888656,0.0,0.0
18000,19.772308409372727,0.0,0.0
21600,20.27383442754018,0.0,0.0
25200,20.883363222808043,0.0,0.0
28800,20.961692956268337,0.0,0.0
32400,21.193356563236364,0.0,0.0
36000,21.366187336262954,0.0,0.0
39600,21.392390602783394,0.0,0.0
43200,21.430644809848502,0.0,0.0
46800,21.451975837193743,0.0,0.0
50400,21.41482346273898,0.0,0.0
54000,21.332211155811933,0.0,0.0
57600,21.241339874014557,0.0,0.0
61200,21.168133964786364,0.0,0.0
64800,21.074552027951995,0.0,0.0
68400,20.980897491040764,0.0,0.0
72000,20.898821210312633,0.0,0.0
75600,20.807827459564635,0.0,0.0
79200,20.703101828992544,0.0,0.0
82800,20.598966430414237,0.0,0.0
86400,20.498227655858614,0.0,0.0
90000,20.389007850547728,0.0,0.0
93600,20.28040793673142,0.0,0.0
97200,20.172424155370038,0.0,0.0
100800,20.09028893253827,0.0,0.0
104400,20.121771145227797,0.0,0.0
108000,20.175833746891385,0.0,0.0
111600,20.445823231188058,0.0,0.0
115200,21.14287755004318,0.0,0.0
118800,21.15022969111959,0.0,0.0
122400,21.213370145958493,0.0,0.0
126000,21.410778485327114,0.0,0.0
129600,21.387040273665377,0.0,0.0
133200,21.467304219972107,0.0,0.0
136800,21.4265696091843,0.0,0.0
140400,21.57172472439555,0.0,0.0
144000,21.636093754039734,0.0,0.0
147600,21.629964463438057,0.0,0.0
151200,21.555777649123854,0.0,0.0
154800,21.47196925497974,0.0,0.0
158400,21.378186458946402,0.0,0.0
162000,21.282006896137545,0.0,0.0
165600,21.183597951489446,0.0,0.0
169200,21.08571128229113,0.0,0.0
172800,20.992890707852666,0.0,0.0
176400,20.8933130780257,0.0,0.0
180000,20.791274379776326,0.0,0.0
183600,20.68720983172659,0.0,0.0
187200,20.582909958718517,0.0,0.0
190800,20.59429135244403,0.0,0.0
194400,20.62750533549672,0.0,0.0
198000,20.74355452405905,0.0,0.0
201600,20.98204854033804,0.0,0.0
205200,21.167953943018915,0.0,0.0
208800,21.511584765894952,0.0,0.0
212400,21.84596311778722,0.0,0.0
216000,22.16363123423548,0.0,0.0
219600,22.459343590484707,0.0,0.0
223200,22.383694694505493,0.0,0.0
226800,22.2698790522889,0.0,0.0
230400,22.23865428427723,0.0,0.0
234000,22.261150311868448,0.0,0.0
237600,22.21459759698928,0.0,0.0
241200,22.1441185112908,0.0,0.0
244800,22.067466351954295,0.0,0.0
248400,21.976010361631097,0.0,0.0
252000,21.88188047044497,-0.03981108236041775,0.0
255600,21.789645903437872,-0.043525330070594954,0.0
259200,21.688030168155308,0.005366817032968287,0.0
