time,vpos
0,0.004595003381900869
3600,0.0003755245736657782
7200,-0.01857858937794781
10800,-0.0036433599007756083
14400,19.669982266032974
18000,17.963407491749013
21600,14.244954667959842
25200,13.607170121422014
28800,11.6584901189614
32400,4.5213768267771774
36000,-0.008052124680139536
39600,-0.0021336408683571197
43200,0.0020527892340288794
46800,0.0011535303304945847
50400,8.590565815064883e-05
54000,0.006159582199229043
57600,0.0015855411373682626
61200,0.0031812896139189533
64800,0.0033078792577855205
68400,0.00413461920248815
72000,0.0039577853422278
75600,0.0035511291402312117
79200,0.0029654375825575088
82800,0.0027854568116695783
86400,0.0025870941656963554
90000,0.0025672383510508745
93600,0.0025147550917503777
97200,0.0017972834986176795
100800,15.421569409172681
104400,16.81900300454166
108000,20.397119325112246
111600,6.120294930841638
115200,-99.99999999999983
118800,-99.99999999999677
122400,-73.285423399448
126000,-49.23395063781582
129600,-25.848046360987503
133200,-36.80943108560316
136800,-0.0007465184841744569
140400,0.007084474822098043
144000,0.04576776704393222
147600,0.013518883266510696
151200,-0.03948943809371505
154800,0.0059134103025044365
158400,-0.006437126298138894
162000,0.002159022309376315
165600,-0.002800912506632238
169200,-6.251033377103793e-06
172800,0.006036849852431719
176400,-0.019549374925807328
180000,0.012231559997385826
183600,0.00039253140356433153
187200,15.18843533812555
190800,17.131326397384257
194400,18.937594136352633
198000,18.61577479984024
201600,-92.68227677770452
205200,-99.99999999999977
208800,-99.99999999999474
212400,-99.99999999999642
216000,-100.0
219600,-38.780860398014994
223200,-34.39145364842255
226800,-14.190246031344078
230400,0.0210923081136705
234000,0.005768119555179694
237600,-0.0021846179638498366
241200,-0.014751259548243585
244800,-0.0011159534285473264
248400,-1.8431056648341576e-07
252000,-1.7195591250820236e-08
255600,2.2635253288686916e-07
259200,3.02785681791963e-07
