time,cair.T
0,293.15
3600,293.0642494858541
7200,292.98469056493445
10800,293.1243828423912
14400,293.2624722859881
18000,293.4398270008402
21600,294.02774214710706
25200,294.58751853002883
28800,294.5624653902519
32400,294.70413637832553
36000,294.82254937405713
39600,294.8079161601534
43200,294.8154105043572
46800,294.8349205745612
50400,294.796209411817
54000,294.71228286221094
57600,294.62005749066043
61200,294.5455414951519
64800,294.45064525061963
68400,294.34623387829913
72000,294.25336593884344
75600,294.1516910443898
79200,294.0364416961776
82800,293.9218439411787
86400,293.8106885338583
90000,293.69112772076153
93600,293.5722483384682
97200,293.5774608257908
100800,293.6073775797061
104400,293.6309833549579
108000,293.6719720171924
111600,293.89056519371235
115200,294.4635218088882
118800,294.97347392980674
122400,295.3457606276229
126000,295.6136133843669
129600,295.5063340673355
133200,295.42534231254797
136800,295.3425802029841
140400,295.2751654519798
144000,295.3363407039404
147600,295.3267506887716
151200,295.24696202416595
154800,295.1555474017716
158400,295.05389815636426
162000,294.94998756519476
165600,294.84382749702235
169200,294.73827089976623
172800,294.6377291571754
176400,294.5305035413884
180000,294.4210487027125
183600,294.39178876105495
187200,294.35782891365903
190800,294.3222433064561
194400,294.29493214430653
198000,294.3206156948226
201600,294.37347720405506
205200,294.77902828464454
208800,295.2937564483078
212400,295.6579289509016
216000,295.9544737596938
219600,296.23013952418864
223200,295.9068149241207
226800,295.7264035820611
230400,295.73914886655
234000,295.7592658870931
237600,295.7104663135086
241200,295.6378821183246
244800,295.55920570103945
248400,295.4658147423847
252000,295.3697557461503
255600,295.2755234012471
259200,295.17200157419313
