time,vpos
32400,-3.2855287742368733e-07
36000,-2.6385286907560664e-07
39600,-3.0419898905701445e-07
43200,-2.2969213803862593e-07
46800,1.824069947012482e-07
50400,1.1118124204865921e-07
54000,-1.9259066399592692e-07
