time,x0
0,293.15
3600,293.0674083662584
7200,292.9909432673112
10800,292.9092738281817
14400,292.82543821042475
18000,292.90458952345585
21600,293.40277119413435
25200,294.03888929032
28800,294.15
32400,294.295848000374
36000,294.43592494419994
39600,294.46312154738183
43200,294.50208969273405
46800,294.52396172814446
50400,294.48747287024725
54000,294.40530093253483
57600,294.314876657223
61200,294.2421101200855
64800,294.1489369687591
68400,294.0557050325817
72000,293.9741061833993
75600,293.88357083282256
79200,293.77926765272105
82800,293.6755534019278
86400,293.57523916252535
90000,293.466434170434
93600,293.35824560087474
97200,293.2506667597073
100800,293.1689939002551
104400,293.1749107435235
108000,293.1939201038298
111600,293.4036282458812
115200,294.15000000000003
118800,294.48177544994786
122400,294.8532753912497
126000,295.1499999999999
129600,295.150000000002
133200,295.170796349575
136800,295.2033384720269
140400,295.2169913910425
144000,295.2785046833538
147600,295.26927259825084
151200,295.19209529253584
154800,295.10578164984264
158400,295.0093476858297
162000,294.91057868869973
165600,294.8093424246979
169200,294.7088820574104
172800,294.61317168173315
176400,294.5106733339778
180000,294.4062662055212
183600,294.2994947832986
187200,294.19254401305045
190800,294.1089584307595
194400,294.0338539592168
198000,294.02915862491056
201600,294.15
205200,294.282278328945
208800,294.62707613908293
212400,294.9625504275631
216000,295.28128474184035
219600,295.5780089487401
223200,295.4000383284143
226800,295.30861990348546
230400,295.3769642616945
234000,295.39940682044
237600,295.3528428573331
241200,295.28246129828085
244800,295.2061772744534
248400,295.11481989838904
252000,295.0207535888439
255600,294.9285847555121
259200,294.82703180895555
