time,cair.T
0,293.15
3600,293.0673753888439
7200,292.9909123443656
10800,292.9091941784873
14400,292.8254916424642
18000,293.0604905803524
21600,293.7029596650612
25200,294.3412468074961
28800,294.3176849547917
32400,294.46185345059035
36000,294.6005438369166
39600,294.6262545159542
43200,294.6638656292342
46800,294.6844768908392
50400,294.64679717471705
54000,294.5636018459585
57600,294.4721249720127
61200,294.39838524640413
64800,294.3043439862465
68400,294.2101399679286
72000,294.1274851506215
75600,294.0359815455989
79200,293.93078709902767
82800,293.8262097712291
86400,293.72503069181374
90000,293.61533187005
93600,293.5062889179288
97200,293.3978906459807
100800,293.31525905101284
104400,293.2331231087107
108000,293.13393032245784
111600,293.2189892755688
115200,293.9785801208346
118800,294.27505648466865
122400,294.6528517619706
126000,294.9962574125906
129600,294.9655863596432
133200,294.91499653380464
136800,294.9565662287287
140400,295.0527294061187
144000,295.11484068579347
147600,295.10669372368744
151200,295.0305468602588
154800,294.9453035281025
158400,294.8495342938349
162000,294.7515787348885
165600,294.65129218106
169200,294.55129892878
172800,294.4563272164163
176400,294.35483379272915
180000,294.25109088481
183600,294.1451905840891
187200,294.0391396165819
190800,294.02179603199374
194400,294.02238059444915
198000,294.1043538655812
201600,294.2717128207358
205200,294.5562780683929
208800,294.892113055737
212400,295.2191701853535
216000,295.5297157717272
219600,295.8186686538071
223200,295.5057295331896
226800,295.304761549874
230400,295.2531705563228
234000,295.2764373041549
237600,295.23083409056335
241200,295.16129802669764
244800,295.0855945240184
248400,294.9948317826384
252000,294.9014465943055
255600,294.8099829778963
259200,294.7091033351912
