time,cair.T
0,293.15
3600,293.06424680582916
7200,292.98468833044524
10800,292.8998766168515
14400,292.81303921143825
18000,292.7627649487598
21600,293.1364662902309
25200,293.90843764590534
28800,294.0561966430623
32400,294.20302084128974
36000,294.3438918025463
39600,294.37164007368625
43200,294.4113128298255
46800,294.4339306911732
50400,294.39788549110006
54000,294.3162210963
57600,294.2262432901098
61200,294.153964412613
64800,294.0612906814834
68400,293.9591760806848
72000,293.86875639494133
75600,293.7694400602757
79200,293.65635756634674
82800,293.5439139706755
86400,293.4349376923104
90000,293.31750993574275
93600,293.20074886354274
97200,293.084650562719
100800,292.99464329316476
104400,292.90509907268546
108000,292.8380431252166
111600,292.9632061779746
115200,293.74900211098634
118800,294.3821170115466
122400,294.9199001289397
126000,295.2890915393542
129600,295.3252020241788
133200,295.2189526063799
136800,295.09482031668944
140400,295.0077113362026
144000,295.0312946873724
147600,295.02343686872405
151200,294.9453725072301
154800,294.8556867666704
158400,294.75574146672574
162000,294.6535246376651
165600,294.5490483464797
169200,294.44516609093876
172800,294.34633258768264
176400,294.2407627004776
180000,294.13294927118835
183600,294.0229128657173
187200,293.91275166826006
190800,293.8068036976769
194400,293.71388302379455
198000,293.988093422639
201600,294.3330656698657
205200,295.13584271961344
208800,295.6440403602457
212400,295.9940461380662
216000,296.27986545857965
219600,296.54535244393315
223200,296.07018534150905
226800,295.8299208681615
230400,295.82066055084516
234000,295.84026098717425
237600,295.79094356921473
241200,295.7178611499957
244800,295.63869072526285
248400,295.5448469681115
252000,295.4483393128037
255600,295.3536475827107
259200,295.24968133146524
