time,vpos
0,0.004134596326953014
3600,0.001294106376330301
7200,0.018421367780201363
10800,-0.026793000933427104
14400,22.510414946413537
18000,24.08737314818472
21600,23.40266938673965
25200,9.676464382615443
28800,4.343005179301359
32400,-0.0116981126490813
36000,0.012041999555605608
39600,-0.011461943049582132
43200,-0.006774128722583325
46800,-0.0006156725910037159
50400,0.0003532182148844286
54000,0.004612217539235559
57600,-0.001108729073347821
61200,0.007285988229489056
64800,-0.00237762984083205
68400,0.0011942924793437984
72000,0.002584348567601937
75600,0.00285364342451507
79200,0.0030896124000453526
82800,0.003830279918985626
86400,0.002792033145482896
90000,0.005931981978949237
93600,-0.011614366219489346
97200,0.0015739356476158453
100800,-0.041620231777441105
104400,-0.0005392647847242166
108000,-2.1793808569654436
111600,19.09725656557383
115200,-45.841498089554534
118800,-44.10912224357287
122400,-48.838433883802715
126000,-48.484079366826876
129600,-44.372069309534744
133200,-33.374931159150336
136800,-25.67762012654348
140400,-12.351197073753694
144000,0.006993447686981373
147600,-0.01290342043675444
151200,-0.0010140920064397616
154800,0.025315263405021292
158400,0.01749048739896462
162000,0.009093292752240675
165600,-0.0013066011919589094
169200,0.016157440292702246
172800,0.006383267402001861
176400,0.0043299011340691956
180000,-0.0014124007037732175
183600,0.002938648077418097
187200,0.9785019931864817
190800,3.6077134063430036
194400,9.317250423425604
198000,16.951054223449958
201600,-99.99999999998846
205200,-99.9999999999981
208800,-99.99999999998752
212400,-100.0
216000,-99.99999999999928
219600,-48.29987636654629
223200,-26.615170935363274
226800,0.008187880926100405
230400,0.00953638370012437
234000,-0.0013365779416398167
237600,0.009000195030699036
241200,-0.01650103291081531
244800,-0.0011163949702662826
248400,1.1110501277680762e-07
252000,-5.20182376882207e-08
255600,-1.318464439188649e-07
259200,-4.85513996844808e-08
