time,cair.T
0,293.15
3600,293.06738776090737
7200,292.99094728740977
10800,293.033909543229
14400,293.07355697002004
18000,293.1473130967681
21600,293.6251845710593
25200,294.19035886277686
28800,294.19036793528215
32400,294.3358760137031
36000,294.4757053308429
39600,294.50236494512313
43200,294.54099147414104
46800,294.56261294896905
50400,294.5258769401746
54000,294.443533474904
57600,294.35294411331256
61200,294.28005430269445
64800,294.186603543509
68400,294.0932355259318
72000,294.011329135745
75600,293.92031011657684
79200,293.81579490682077
82800,293.71190060321453
86400,293.6113942343886
90000,293.50241034674417
93600,293.3940010354024
97200,293.28637254970215
100800,293.20450247050235
104400,293.141496758943
108000,293.1140690016453
111600,293.2838556535235
115200,294.0719014318443
118800,294.5300425068581
122400,295.0683245771155
126000,295.36702425914257
129600,295.32040782406733
133200,295.29032685974784
136800,295.33872979324076
140400,295.37049539073007
144000,295.431108411829
147600,295.42094298018486
151200,295.3429765601765
154800,295.25576865702686
158400,295.15831926629187
162000,295.05847148934765
165600,294.956348994486
169200,294.8548641502869
172800,294.7584895806871
176400,294.6553299057047
180000,294.5500171344635
183600,294.4425983151969
187200,294.2073952897802
190800,294.0450342200284
194400,293.9045589268595
198000,293.85138046330724
201600,293.92142452772066
205200,294.1520294194482
208800,294.577611458339
212400,294.96085942278285
216000,295.27964769696536
219600,295.5764231132792
223200,295.4937265152327
226800,295.44394124443636
230400,295.5167440102676
234000,295.538232193835
237600,295.4907817775971
241200,295.41951291960874
244800,295.34202138460626
248400,295.24974293435343
252000,295.15496495598273
255600,295.0621519527984
259200,294.95973047586307
