time,x0
0,293.15
3600,293.06424910567176
7200,292.98469337846507
10800,293.0323472365074
14400,293.07750939845704
18000,293.1660864185522
21600,293.66129426750115
25200,294.26606603568337
28800,294.28899256365486
32400,294.4730085786114
36000,294.62033980407006
39600,294.64571051135357
43200,294.6831262453455
46800,294.70364574666104
50400,294.6658091994503
54000,294.5826150923562
57600,294.4911284885547
61200,294.41734891289343
64800,294.3231804181049
68400,294.21952124197287
72000,294.1274543494924
75600,294.0265529436064
79200,293.9120112950235
82800,293.7981199875414
86400,293.6876813394061
90000,293.5688190230805
93600,293.4505688411383
97200,293.333053231552
100800,293.2361703233817
104400,293.09085390228796
108000,292.98108919649735
111600,293.1971884262542
115200,294.0547863949754
118800,294.3220286031744
122400,294.62774655771267
126000,294.87340215074704
129600,294.85657482401604
133200,295.030407517632
136800,295.0121563998883
140400,295.1548442470883
144000,295.2167013015127
147600,295.2077889554559
151200,295.1286771741425
154800,295.03794470704145
158400,294.93696185879344
162000,294.83371569363356
165600,294.72821592827773
169200,294.6233168014967
172800,294.5234462317558
176400,294.41686429283214
180000,294.3080566440912
183600,294.2292005702979
187200,294.1531581516936
190800,294.0848055666243
194400,294.0282450926071
198000,294.0172298395674
201600,294.07502456942547
205200,294.20938535336694
208800,294.55656758620114
212400,294.89428110906084
216000,295.2151938952485
219600,295.51398553078184
223200,295.27145555947266
226800,295.1727894011877
230400,295.22967419625184
234000,295.25302296249777
237600,295.20743060373906
241200,295.1379305495353
244800,295.0557763804211
248400,294.9785275500085
252000,294.90145592133416
255600,294.82689639421875
259200,294.7384488831181
