time,cair.T
0,293.15
3600,293.06424935898
7200,292.9846931686042
10800,293.0466939007443
14400,293.1072709026919
18000,293.2051574198723
21600,293.71083261809497
25200,294.28491985782404
28800,294.2617846132314
32400,294.4065181450618
36000,294.54566240302995
39600,294.57167077179133
43200,294.6097007677702
46800,294.63079294844135
50400,294.59344061157736
54000,294.51066520334626
57600,294.41958537889985
61200,294.34620751942447
64800,294.25244268116074
68400,294.14920014635857
72000,294.0575807392217
75600,293.9571085984885
79200,293.84296372001785
82800,293.729464230792
86400,293.61941806478234
90000,293.5009430188238
93600,293.38313169386936
97200,293.38876185871254
100800,293.4211995590674
104400,293.4495376680167
108000,293.4943842514659
111600,293.7110197533373
115200,294.32639906585604
118800,294.7990055477199
122400,295.21378050697524
126000,295.4748935545637
129600,295.3534387092117
133200,295.2450830647978
136800,295.21202479217015
140400,295.18089210802765
144000,295.2426022004286
147600,295.23354519263324
151200,295.1542871969556
154800,295.0634038363676
158400,294.96227226239915
162000,294.85888284453796
165600,294.7532433381237
169200,294.64820099894564
172800,294.54818540418
176400,294.44146922535174
180000,294.33251982827187
183600,294.2213535237224
187200,294.11005254928716
190800,293.9795068244783
194400,293.8574222869635
198000,293.8497459635635
201600,294.00710491589587
205200,294.14335214203163
208800,294.4926943754996
212400,294.8324364052876
216000,295.1553226537078
219600,295.455987158661
223200,295.33468632097816
226800,295.2538068693063
230400,295.3263288808072
234000,295.34906719584484
237600,295.3028668735745
241200,295.232782404503
244800,295.1566109510369
248400,295.0655023870141
252000,294.9717121547907
255600,294.8798328841588
259200,294.77855654249345
