time,T,qr,vetot
0,20.0,-0.0006456112374070952,0.0
3600,19.914249294031606,-7.940327869243003e-05,0.0
7200,19.834690813536042,0.1724120538004533,0.0
10800,19.749899767483328,-0.2955887660286761,0.0
14400,19.663026161585094,-0.008999808718171626,0.0
18000,19.612750635538816,519.5637021057213,0.0
21600,20.04958396360314,1749.9670273727481,0.0
25200,20.77273150470637,2213.7144520912934,0.0
28800,21.022687937098908,171.71265578501044,0.0
32400,21.189291792180086,27.936187480662184,0.0
36000,21.33242139691839,0.0004380688610677928,0.0
39600,21.358974846579997,-0.007196061355776014,0.0
43200,21.39751890931899,-0.011022502032668791,0.0
46800,21.41908821708745,0.0017312490449316643,0.0
50400,21.382146448461185,-0.013989406559472,0.0
54000,21.299717325157758,0.009649342498624184,0.0
57600,21.208986440611227,0.007311348018408659,0.0
61200,21.135953440281924,-0.001995110325074123,0.0
64800,21.04253056011669,0.00015021051833452898,0.0
68400,20.939641889208644,0.05019921671943932,0.0
72000,20.84840649147077,0.0012533525721074327,0.0
75600,20.748295362058514,-0.00012168809029773232,0.0
79200,20.634481793624047,-0.003345928355621112,0.0
82800,20.521313943594066,0.0013898962742279679,0.0
86400,20.41160324653356,0.00012121222320760233,0.0
90000,20.293456447442793,-0.01796890078860517,0.0
93600,20.17597812058233,720.9098246461731,0.0
97200,20.14738498397935,763.7203234014916,0.0
100800,20.149420006591072,763.1399949038018,0.0
104400,20.151294667320315,808.5577776263643,0.0
108000,20.1806333706258,1261.088138677065,0.0
111600,20.455127904252095,705.8270201959675,0.0
115200,21.19303778011289,-3689.9895173933346,0.0
118800,21.47941862670433,-4050.7864165013016,0.0
122400,21.771653043482615,-4222.835757815819,0.0
126000,21.979094235920456,-4047.1009219843654,0.0
129600,21.817677782848705,-3834.3319819270755,0.0
133200,21.616076665725757,-2461.116637859252,0.0
136800,21.54359195625682,-770.9099425211355,0.0
140400,21.593753754498266,-0.00042635881095100215,0.0
144000,21.65794567077188,0.001652541134406758,0.0
147600,21.651356471660904,-0.001702410192688889,0.0
151200,21.57455180234666,0.0020971263935443568,0.0
154800,21.486132194474635,7.570895979987393e-07,0.0
158400,21.387431657762136,4.028657233051813e-06,0.0
162000,21.28645294575773,-0.013811209436864695,0.0
165600,21.183207325010983,0.016757132501324313,0.0
169200,21.08055155386262,0.010473049909705837,0.0
172800,20.982968804225777,-0.0031678263797633457,0.0
176400,20.87860886808187,0.003439410315510998,0.0
180000,20.772003704542897,0.35552987291121363,0.0
183600,20.66320836074493,-1267.2814678281636,0.0
187200,20.399180652229518,-829.8596181821341,0.0
190800,20.19374878017385,-1030.7993171916119,0.0
194400,19.97732092477969,-1280.1467034177115,0.0
198000,19.801371649994394,-1968.9040224441837,0.0
201600,19.66877643960504,-5999.999999995752,0.0
205200,19.838029375316466,-5999.999933669758,0.0
208800,20.22516345380768,-5999.999999823936,0.0
212400,20.600396406863695,-5999.999996499276,0.0
216000,20.957810546146675,-5622.8940731389985,0.0
219600,21.33679236608583,-2467.5830739429925,0.0
223200,21.250685184195675,-2.3142993199446655,0.0
226800,21.395522506747113,0.02609127564489884,0.0
230400,21.473559958730903,-0.01084564507232323,0.0
234000,21.50075372927239,0.00022966421051369169,0.0
237600,21.45898279161065,-0.011073079456650413,0.0
241200,21.393152535867557,-0.01105469734802526,0.0
244800,21.321263018518096,-0.01105469734802526,0.0
248400,21.234059590574304,-0.0008155112461744418,0.0
252000,21.1441446765337,0.024105047361119108,0.0
255600,21.05627258354525,0.016752052920962927,0.0
259200,20.95881957452616,-0.004964523484712547,0.0
