time,solrad,Tout,occ,dpos,vpos
0.0,0.0,4.894999981000001,0.0,0,3.5294117689999998
3600.0,0.0,5.899999619,0.0,0,3.5294117689999998
7200.0,0.0,4.393084424479253,0.0,0,3.5294117689999998
10800.0,0.0,2.7335373472082076,0.0,0,3.5294117689999998
14400.0,0.0,3.273211116713856,0.0,0,3.5294117689999998
18000.0,40.00268430038016,2.782953223733042,17.92198581634608,0,3.5294117689999998
21600.0,147.06859546033667,4.679362263331738,23.61225823113439,0,3.5294117689999998
25200.0,93.10816491953709,5.964947140261753,0.0,0,3.5294117689999998
28800.0,189.19204002999837,6.345656205820737,2.8268359461472654,0,3.5294117689999998
32400.000000000004,247.1261443012722,8.180228618542806,0.0,0,3.5294117689999998
36000.0,42.95286531740527,6.89294840077505,0.0,0,3.5294117689999998
39600.0,84.2052832364588,7.390523561295507,0.0,0,3.5294117689999998
43200.0,87.25601367349316,7.640276896082651,0.0,0,3.5294117689999998
46800.0,68.9059142440509,5.699685268721859,0.0,0,3.5294117689999998
50400.0,22.17929452334246,5.228995519099282,0.0,0,3.5294117689999998
54000.0,85.64250852591333,3.892614581819717,0.0,0,3.5294117689999998
57600.0,88.06595362956101,3.1282197567814882,0.0,0,3.5294117689999998
61200.00000000001,44.611664126060454,3.362063595156594,0.0,0,3.5294117689999998
64800.00000000001,0.0,2.373590824859691,0.0,0,3.5294117689999998
68400.0,0.0,2.1004485941233835,0.0,0,3.5294117689999998
72000.0,0.0,1.5157266407149725,0.0,0,3.5294117689999998
75600.0,0.0,1.2245832206980312,0.0,0,3.5294117689999998
79200.0,0.0,0.7773458897836734,0.0,0,3.5294117689999998
82800.0,0.0,1.0999084613850174,0.0,0,3.5294117689999998
86400.0,0.0,0.6484480507224533,0.0,0,3.5294117689999998
90000.0,0.0,0.7875605558349368,0.0,0,3.5294117689999998
93600.0,0.0,1.9978159186149285,0.0,0,3.5294117689999998
97200.0,0.0,1.4373144458502816,1.4955529587262186,0,3.5294117689999998
100800.0,0.0,1.5915924251932363,0.7663330220000009,0,3.5294117689999998
104400.0,74.15836275110897,2.8624927605505395,4.586887228427109,0,3.5294117689999998
108000.0,202.5762355760545,7.085300834792108,8.389327850580704,0,3.5294117689999998
111600.0,349.3961717440849,11.37535781515578,28.278657314548862,0,3.5294117689999998
115200.0,442.46725252847096,12.780247199045533,27.84825043083159,0,3.5294117689999998
118800.00000000001,620.8016522062122,13.232278196577715,25.015179596115214,0,3.5294117689999998
122400.00000000001,600.8401019885256,12.485840055523,19.565661680245057,0,3.5294117689999998
126000.00000000001,667.1285889772266,11.073547606687763,1.1860289646684277,0,3.5294117689999998
129600.00000000001,602.6005465341992,10.51233044519823,0.0,0,3.5294117689999998
133200.0,548.7873667549168,11.530415309918213,0.7663716982813441,0,3.5294117689999998
136800.0,348.0107541391359,11.703335206635247,0.0,0,3.5294117689999998
140400.0,214.63606093476366,10.209885212054678,0.0,0,3.5294117689999998
144000.0,117.70603732424374,10.997321190042156,0.0,0,3.5294117689999998
147600.0,1.5289414266865906,9.94807930666909,0.0,0,3.5294117689999998
151200.0,0.0,7.838449943215075,5.856018244501894,0,3.5294117689999998
154800.0,0.0,6.085067614495355,0.0,0,3.5294117689999998
158400.0,0.0,5.608369950652634,0.0,0,3.5294117689999998
162000.0,0.0,4.314807658264191,0.0,0,3.5294117689999998
165600.0,0.0,3.111148361456813,0.0,0,3.5294117689999998
169200.0,0.0,3.5150853516635228,5.129423042239382,0,3.5294117689999998
172800.0,0.0,3.600385919831181,0.0,0,3.5294117689999998
176400.0,0.0,2.3188671642558507,0.0,0,3.5294117689999998
180000.0,0.0,1.9681914699148497,0.0,0,3.5294117689999998
183600.0,0.0,1.2536968992961164,0.0,0,3.5294117689999998
187200.0,0.0,2.8633942919805917,0.0,0,3.5294117689999998
190800.0,80.51525676621745,3.376144715665951,0.0,0,3.5294117689999998
194400.0,194.534195979122,5.449451390879663,0.0,0,3.5294117689999998
198000.0,369.06876288855017,7.281062306910354,0.0,0,3.5294117689999998
201600.0,494.7439909553804,9.237929737328363,27.03581147062815,0,3.5294117689999998
205200.0,584.7145778322583,9.472524414094044,36.56633296008601,0,3.5294117689999998
208800.0,652.9403455203333,9.559977260003704,33.49915483813682,0,3.5294117689999998
212400.0,650.4542036749518,8.579421667919307,36.038770628164635,0,3.5294117689999998
216000.0,708.3215984648577,9.083611135644198,34.241998187504436,0,3.5294117689999998
219600.0,625.4233486052187,9.060686408725555,0.0,0,3.5294117689999998
223200.0,542.648353317556,9.008911244865583,0.0,0,3.5294117689999998
226800.0,381.4532709112982,8.898918730701709,0.0,0,3.5294117689999998
230400.0,222.12914107023266,9.860803446207102,0.0,0,3.5294117689999998
234000.00000000003,163.695715243449,8.528831327485364,0.0,0,3.5294117689999998
237600.00000000003,0.0,5.731542362625323,0.0,0,3.5294117689999998
241200.00000000003,0.0,4.8951870720822015,0.0,0,3.5294117689999998
244800.00000000003,0.0,4.439679126686893,0.0,0,3.5294117689999998
248400.00000000003,0.0,3.25768189213578,0.0,0,3.5294117689999998
252000.00000000003,0.0,2.891008519357767,0.0,0,3.5294117689999998
255600.00000000003,0.0,2.5381878326516407,0.0,0,3.5294117689999998
259200.00000000003,0.0,2.055331777136523,0.0,0,3.5294117689999998
