time,vpos
0,-0.0003535617124066068
3600,-5.380496641712543e-07
7200,0.0008877551392494952
10800,-0.000565313748378824
14400,6.66375335638485e-05
18000,-1.4997877685568362e-05
21600,52.582942873592266
25200,22.8063877323716
28800,-0.001128808836731686
32400,-3.2847465088192696e-06
36000,0.0009483075749312602
39600,2.8914255931397163e-05
43200,-3.8898541209208016e-05
46800,-0.00038140603152641656
50400,-0.00034244147361774146
54000,0.0004665200331968608
57600,-1.7812991103244964e-05
61200,0.00019156351513122173
64800,0.00037489572072323465
68400,2.46782697792128e-05
72000,0.0004996269196899687
75600,0.00020973546534668253
79200,-5.540831254255849e-05
82800,-0.00017479321478094668
86400,0.0001498172092206917
90000,4.406045824516824e-05
93600,9.214768482889808e-05
97200,6.929975231877758e-05
100800,3.140021198382243e-05
104400,-0.0002416763459813488
108000,-2.5979803710535397e-05
111600,25.771216453591943
115200,-54.246825779480325
118800,-74.4649365178558
122400,-63.64998497085538
126000,-40.52525179655249
129600,-39.195164998655905
133200,-34.104804379587314
136800,4.727095267543851e-06
140400,0.0016706130135978096
144000,-3.0475664689478665e-06
147600,-5.420660026253174e-05
151200,7.336227840467127e-05
154800,0.0005318378496032184
158400,2.058060628255115e-06
162000,-0.00025529207921744267
165600,0.0003715857000424243
169200,-8.071219068745564e-05
172800,-4.062665173965675e-05
176400,0.00134136286053793
180000,1.0002822376573588e-05
183600,-0.00032962935380211164
187200,0.0003584892249126808
190800,0.00019588250161161849
194400,4.016251451942029
198000,14.15352329975492
201600,-79.94441376521769
205200,-100.0
208800,-99.99999999999987
212400,-99.99999999986709
216000,-99.99999999995383
219600,-56.42360929365551
223200,-44.60442889933163
226800,-36.23289129729082
230400,-2.2118517441834396e-05
234000,-0.0004781522684678912
237600,-0.0007530599195530708
241200,8.070953885623046e-06
244800,0.000699391317723563
248400,-1.376843613551176e-06
252000,0.0002974030881663955
255600,0.00018037731126295482
259200,0.00018037731126295482
