time,cair.T
0,293.15
3600,293.0673438933845
7200,292.9908697793513
10800,292.9091988947395
14400,292.8254814643544
18000,292.77822425839867
21600,293.15162324940627
25200,293.90462293128894
28800,294.10974238232114
32400,294.27398058677386
36000,294.4142081701091
39600,294.44138024479753
43200,294.4807025781023
46800,294.5027690195293
50400,294.46635348825504
54000,294.38423392850274
57600,294.2938736170784
61200,294.2212261974142
64800,294.1281710253656
68400,294.03507779158434
72000,293.95357904875516
75600,293.8631604701729
79200,293.7589461589143
82800,293.6553232160682
86400,293.55510392878006
90000,293.4466222184768
93600,293.338527924479
97200,293.23109702599413
100800,293.14931226764844
104400,293.0681861698422
108000,293.00009715039795
111600,293.47549469917396
115200,294.3412507232462
118800,295.0208468831819
122400,295.45031607301075
126000,295.703877480868
129600,295.4909554911003
133200,295.35900236977534
136800,295.27803195743223
140400,295.19711296553004
144000,295.2587312508786
147600,295.24958274033156
151200,295.1726306476733
154800,295.08643591665805
158400,294.99005398198443
162000,294.8912996537881
165600,294.7902674619116
169200,294.68980882068325
172800,294.5943447155377
176400,294.492159847719
180000,294.3877165679139
183600,294.2809409615066
187200,294.17408949354626
190800,294.071534520722
194400,293.97711148073364
198000,293.9589036006321
201600,294.0986513280631
205200,294.6698238934737
208800,295.0423895931937
212400,295.36467419038485
216000,295.6705767488007
219600,295.9551232714667
223200,295.4507320436913
226800,295.2036909147822
230400,295.1942100131374
234000,295.217784824678
237600,295.1724165035925
241200,295.10319961669205
244800,295.027839362305
248400,294.93747015775807
252000,294.84444018051175
255600,294.75331350245995
259200,294.652755638834
