time,x0
0,293.15
3600,293.06424680582916
7200,292.98468834398585
10800,292.8998766782583
14400,292.8130426927996
18000,292.7627681286919
21600,293.13647098204115
25200,293.90677731264213
28800,294.1499997562561
32400,294.2958699605667
36000,294.4359536977287
39600,294.4629148959455
43200,294.50183897875166
46800,294.52376408864046
50400,294.4871279835304
54000,294.40495104902885
57600,294.3144730141439
61200,294.2416881553563
64800,294.1485191496014
68400,294.04588794272325
72000,293.95492611792105
75600,293.8550806595857
79200,293.74151174487264
82800,293.6285899982893
86400,293.5191247148552
90000,293.4012143675007
93600,293.28398384769775
97200,293.16741240172485
100800,293.07687074082685
104400,292.9868052398749
108000,292.91922858294913
111600,293.2656650520177
115200,294.14999980857
118800,294.63040838349025
122400,294.9274765875425
126000,295.1500045912996
129600,295.18454769974613
133200,295.18807127047717
136800,295.21197427608405
140400,295.22140106602876
144000,295.28288145352263
147600,295.2735913182492
151200,295.1941055206528
154800,295.10299158840235
158400,295.00164095643663
162000,294.89802637907144
165600,294.7921622032354
169200,294.68689920435
172800,294.58666029463507
176400,294.47972419382523
180000,294.3705578239058
183600,294.25917252732194
187200,294.1476495296655
190800,294.0403684976178
194400,293.946125083374
198000,293.9852723584692
201600,294.14999999405796
205200,294.55559751183887
208800,294.8914547611263
212400,295.21853279723007
216000,295.52909872268185
219600,295.8180709070077
223200,295.5200743444288
226800,295.36862368007746
230400,295.4069961519288
234000,295.42922123933636
237600,295.38251151992995
241200,295.3119378933592
244800,295.2352918104388
248400,295.1437427392655
252000,295.049511583378
255600,294.95717790006626
259200,294.85546258131865
