time,cair.T
0,293.15
3600,293.06424680582916
7200,292.98468834318834
10800,292.89987629795496
14400,292.8130386211807
18000,292.7627645328004
21600,293.1364659100994
25200,293.8720874588885
28800,294.1458615151404
32400,294.2917785399016
36000,294.4318983920361
39600,294.45888175279595
43200,294.49783938850584
46800,294.5197923997813
50400,294.48317406542776
54000,294.40102677741726
57600,294.3105668209488
61200,294.23781016301905
64800,294.14466634455897
68400,294.0420600494581
72000,293.9511199521251
75600,293.85130101775496
79200,293.7377575447686
82800,293.62485568995436
86400,293.5154105584639
90000,293.3975232525776
93600,293.2803038421036
97200,293.1637539262916
100800,293.0732354084924
104400,292.9832083773991
108000,292.91565671963684
111600,293.0400832602934
115200,293.80171068639333
118800,294.0514132169675
122400,294.2660031550439
126000,294.5699024807602
129600,294.73808484051386
133200,294.827938222858
136800,294.82520444574783
140400,294.96895351790056
144000,295.03186664557467
147600,295.02400701505087
151200,294.94593040495084
154800,294.8562413868639
158400,294.7562889520347
162000,294.6540682912539
165600,294.5495904899315
169200,294.44570448057533
172800,294.3468651142923
176400,294.24129221780345
180000,294.13348141240164
183600,294.0234386701669
187200,293.9132724899882
190800,293.80731999650624
194400,293.714386761295
198000,293.922756003502
201600,294.2148450911418
205200,294.49395624143926
208800,294.83182984212044
212400,295.16080146627013
216000,295.4732096011926
219600,295.7639300877221
223200,295.53217573633634
226800,295.44769228561404
230400,295.4902935383055
234000,295.51199080775604
237600,295.46475632109554
241200,295.3936773727504
244800,295.31651781669564
248400,295.22450389475847
252000,295.12981753064884
255600,295.0370068121977
259200,294.93483353413677
