time,vpos
0,0.005104942429722589
3600,0.0013100874874960393
7200,0.004290561408013739
10800,0.029186351452278145
14400,30.798719020060712
18000,33.949600991707094
21600,21.727862893179747
25200,-1.691669528459774
28800,-6.4312532264216555
32400,-0.003525422622737578
36000,-0.0010325009737997132
39600,0.005192815553995074
43200,-0.0034822873324417015
46800,0.0005708826567405064
50400,0.00011336752450897191
54000,0.008169752362356588
57600,-0.008375184323120255
61200,0.0017182802265516578
64800,-0.007205120260527376
68400,-0.0026458946488862665
72000,0.0010198616124994313
75600,0.003994198661673031
79200,-0.00868740608645164
82800,0.0036779139721049964
86400,0.0021851560880039927
90000,-0.010648739582249473
93600,-0.03383209058844493
97200,-0.025539776000616583
100800,0.008197831661376664
104400,-17.48420380509473
108000,-11.711136163602989
111600,29.63096195289305
115200,-76.61797536017117
118800,-70.9688611546588
122400,-50.98524398801047
126000,-34.53308440480796
129600,-14.902900904671556
133200,-35.97701008254223
136800,-0.00010505998909572743
140400,0.02019633655254262
144000,0.015419585963398139
147600,-0.02184333142778947
151200,0.006130514055069044
154800,-0.0075495011915127815
158400,-0.027958771430159863
162000,0.0009064374421610016
165600,0.02902864876541361
169200,0.004559971027719698
172800,-0.0005056790724289675
176400,-0.0074028302273709285
180000,0.0007384777398154675
183600,0.01631884624007239
187200,12.892207894008997
190800,11.229370912245715
194400,8.29342019364145
198000,-4.444462584120456
201600,-60.88091923676552
205200,-75.5547239375392
208800,-88.97420894678115
212400,-99.99999999999986
216000,-99.99999999999781
219600,-57.69739413916884
223200,-35.01863497334158
226800,-6.549713241200754
230400,-0.014553541054844573
234000,0.01207043033783781
237600,-0.018021314582658064
241200,-0.0221318950900233
244800,0.01693971646056112
248400,0.014458278844041331
252000,0.016097873264555463
255600,0.01054803183545867
259200,0.003358595985847746
