time,cair.T
0,293.15
3600,293.06738417101553
7200,292.99093269168804
10800,292.9092962359916
14400,292.82547270651594
18000,292.7782798364902
21600,293.15173832513494
25200,293.71870207461967
28800,293.970299323348
32400,294.11794174982543
36000,294.25956814869414
39600,294.28793248165846
43200,294.3280872935336
46800,294.3513384817381
50400,294.31584442931927
54000,294.23469505437146
57600,294.14553879642494
61200,294.07373186568697
64800,293.98153476587834
68400,293.8893162846357
72000,293.80876647050854
75600,293.719240977142
79200,293.61584377211096
82800,293.5130565136705
86400,293.41367849722144
90000,293.3057874386784
93600,293.1985059734987
97200,293.09181028976906
100800,293.0112124312746
104400,292.93098728741967
108000,292.83474175545405
111600,293.0012663823597
115200,293.95766596350563
118800,294.23115315964367
122400,294.6173539927064
126000,295.013266920045
129600,294.9733701976747
133200,295.0132586858965
136800,294.8667806207111
140400,295.0100970221488
144000,295.0727686562934
147600,295.06474080334846
151200,294.98883219275234
154800,294.9038356007605
158400,294.8082731191697
162000,294.71054984828527
165600,294.6105915595749
169200,294.5112864493505
172800,294.4168712050033
176400,294.31569122958695
180000,294.2122077924248
183600,294.1065054225155
187200,294.0006515861407
190800,293.38468258938815
194400,293.4761191753187
198000,293.6756468404959
201600,294.08074870876163
205200,294.65265774079296
208800,295.1905780903422
212400,295.5628447438166
216000,295.8624236864546
219600,296.14096892631443
223200,295.73087115389967
226800,295.50279926010097
230400,295.49123362660174
234000,295.5128454939719
237600,295.46551630937296
241200,295.39481013560953
244800,295.3176541886792
248400,295.22555048062156
252000,295.130855507153
255600,295.03803594883414
259200,294.93586165223746
