time,x0
0,293.15
3600,293.06790548664287
7200,292.99151697993295
10800,292.90976254198245
14400,292.8259526008841
18000,292.7449578592602
21600,293.0873248797514
25200,293.6766745019339
28800,293.9173420586912
32400,293.9627275455949
36000,294.03783943520136
39600,294.06823049570596
43200,294.11038450392755
46800,294.13536552444947
50400,294.10139487389915
54000,294.1004726551544
57600,294.01167638252036
61200,293.9404823179237
64800,293.8490721185384
68400,293.75765534064686
72000,293.67797460116026
75600,293.5892685350134
79200,293.4866426738487
82800,293.3845877993746
86400,293.28593583761847
90000,293.17874352618645
93600,293.07230592945086
97200,293.18739952531405
100800,293.32917856288293
104400,293.4643043628277
108000,293.6032812095123
111600,293.91354923533027
115200,294.5576882553601
118800,294.9550333508954
122400,295.2453310947557
126000,295.4900472108239
129600,295.40985788907136
133200,295.32210854023737
136800,295.28954426519925
140400,295.25002068463357
144000,295.3113535815302
147600,295.3018794216252
151200,295.2245747047264
154800,295.1382054453279
158400,295.0414169507329
162000,294.94207087145594
165600,294.8407141974547
169200,294.73983820150556
172800,294.6438432712871
176400,294.5411111638144
180000,294.43657194861066
183600,294.32958599614705
187200,294.22004112462344
190800,294.11775015705797
194400,294.0233298742887
198000,293.9916440020901
201600,293.9724381752191
205200,294.1096482668357
208800,294.4600929898195
212400,294.80087038537
216000,295.1247639043834
219600,295.4263843364828
223200,295.3605746153411
226800,295.31580918495933
230400,295.36470783372084
234000,295.3871081775052
237600,295.3405696606538
241200,295.26996392596044
244800,295.1352975793095
248400,295.0085826147015
252000,294.8667942502743
255600,294.72355066327486
259200,294.5788619615181
