time,cair.T
0,293.15
3600,293.0673968658857
7200,292.99093260288976
10800,292.90925669439144
14400,292.8254754836039
18000,292.8907946589732
21600,293.39637372328036
25200,294.0283218186438
28800,294.1398706216057
32400,294.2857874606455
36000,294.42580703355014
39600,294.45282033271565
43200,294.4921674271288
46800,294.51414574479594
50400,294.4775996495056
54000,294.3954866312898
57600,294.3051443196846
61200,294.2324201873152
64800,294.1393232420696
68400,294.04617277681075
72000,293.96463420541016
75600,293.874151839807
79200,293.7698624879359
82800,293.66618671331383
86400,293.565916588507
90000,293.45688464072964
93600,293.34880965617435
97200,293.2412766886537
100800,293.1594823301741
104400,292.9253403929301
108000,292.6116026714928
111600,292.688464002294
115200,293.8082113280924
118800,293.955211882188
122400,294.2381866797066
126000,294.5276446834509
129600,294.5096232744547
133200,294.5568366344056
136800,294.62309644489363
140400,294.7680511660869
144000,294.83211297836823
147600,294.8253738353261
151200,294.75072776223607
154800,294.66704284123733
158400,294.5731976251052
162000,294.476897843879
165600,294.3782213623414
169200,294.28018267600964
172800,294.18700830159236
176400,294.0872087758504
180000,293.98505877802984
183600,293.8806700722097
187200,293.77613953302426
190800,293.67574528254886
194400,293.54582387161076
198000,293.4986586716981
201600,293.55500172018964
205200,293.7038060693509
208800,294.0675263220458
212400,294.4207709819906
216000,294.75679348850986
219600,295.06992463095435
223200,295.07170352132493
226800,295.1749351457059
230400,295.24899723968565
234000,295.27197629725976
237600,295.22635606784104
241200,295.15662931914267
244800,295.0810065600778
248400,294.9903411144355
252000,294.8969664100771
255600,294.80552847212533
259200,294.7046726687649
