time,T,Qr,vetot
0,20.0,0.0,0.0
3600,19.917396865885735,0.0,0.0
7200,19.84093260288978,0.0,0.0
10800,19.759256694391468,0.0,0.0
14400,19.67547548360392,0.0,0.0
18000,19.740794658973243,0.0,0.0
21600,20.246373723280385,0.0,0.0
25200,20.878321818643826,0.0,0.0
28800,20.989870621605746,0.0,0.0
32400,21.13578746064553,0.0,0.0
36000,21.275807033550166,0.0,0.0
39600,21.30282033271567,0.0,0.0
43200,21.3421674271288,0.0,0.0
46800,21.364145744795962,0.0,0.0
50400,21.3275996495056,0.0,0.0
54000,21.24548663128985,0.0,0.0
57600,21.15514431968461,0.0,0.0
61200,21.082420187315222,0.0,0.0
64800,20.989323242069645,0.0,0.0
68400,20.896172776810772,0.0,0.0
72000,20.814634205410186,0.0,0.0
75600,20.724151839807007,0.0,0.0
79200,20.619862487935904,0.0,0.0
82800,20.516186713313857,0.0,0.0
86400,20.415916588507002,0.0,0.0
90000,20.306884640729663,0.0,0.0
93600,20.198809656174376,0.0,0.0
97200,20.09127668865375,0.0,0.0
100800,20.009482330174137,0.0,0.0
104400,19.775340392930104,0.0,0.0
108000,19.461602671492813,0.0,0.0
111600,19.538464002294006,0.0,0.0
115200,20.65821132809242,0.0,0.0
118800,20.80521188218802,0.0,0.0
122400,21.08818667970661,0.0,0.0
126000,21.37764468345091,0.0,0.0
129600,21.359623274454748,0.0,0.0
133200,21.406836634405636,0.0,0.0
136800,21.473096444893656,0.0,0.0
140400,21.6180511660869,0.0,0.0
144000,21.682112978368252,0.0,0.0
147600,21.675373835326127,0.0,0.0
151200,21.60072776223609,0.0,0.0
154800,21.517042841237355,0.0,0.0
158400,21.423197625105217,0.0,0.0
162000,21.32689784387901,0.0,0.0
165600,21.2282213623414,0.0,0.0
169200,21.130182676009667,0.0,0.0
172800,21.03700830159238,0.0,0.0
176400,20.937208775850422,0.0,0.0
180000,20.83505877802986,0.0,0.0
183600,20.730670072209705,0.0,0.0
187200,20.626139533024286,0.0,0.0
190800,20.525745282548883,0.0,0.0
194400,20.395823871610787,0.0,0.0
198000,20.348658671698104,0.0,0.0
201600,20.40500172018966,0.0,0.0
205200,20.553806069350912,0.0,0.0
208800,20.91752632204583,0.0,0.0
212400,21.27077098199061,0.0,0.0
216000,21.60679348850988,0.0,0.0
219600,21.91992463095437,0.0,0.0
223200,21.921703521324957,0.0,0.0
226800,22.02493514570591,0.0,0.0
230400,22.098997239685673,0.0,0.0
234000,22.121976297259778,0.0,0.0
237600,22.07635606784106,0.0,0.0
241200,22.00662931914269,0.0,0.0
244800,21.931006560077833,0.0,0.0
248400,21.840341114435546,0.0,0.0
252000,21.746966410077107,-441.532276819985,0.0
255600,21.655528472125354,-465.09176391584356,0.0
259200,21.55467266876491,-507.6431648597541,0.0
