time,x0
0,293.15
3600,293.0673438933845
7200,292.99086978000724
10800,292.9089433724955
14400,292.82515641065055
18000,292.77764381863796
21600,293.1510545294718
25200,293.89238855072716
28800,294.1163945813245
32400,294.2624452846965
36000,294.40290148559046
39600,294.4300682540764
43200,294.46922558976996
46800,294.4914548055058
50400,294.4550552806016
54000,294.37315847219537
57600,294.2828610332632
61200,294.21025928891856
64800,294.11726635880405
68400,294.0240727683657
72000,293.94266064151674
75600,293.852308686095
79200,293.7481700408521
82800,293.6446298438851
86400,293.54447686128634
90000,293.43582896707244
93600,293.3277959536092
97200,293.2203762388797
100800,293.13884359854137
104400,293.0578646638676
108000,292.9898395726593
111600,293.1135594391687
115200,293.91067734934944
118800,294.2985999830666
122400,294.59568137530243
126000,294.90409877954784
129600,294.9630905575292
133200,295.01893177393333
136800,295.0531523281615
140400,295.1547379856762
144000,295.21651332317873
147600,295.2076045254206
151200,295.13089075311905
154800,295.0448351929895
158400,294.9486083500752
162000,294.85005118472236
165600,294.74925209554533
169200,294.64902636840816
172800,294.5537996856822
176400,294.451845252811
180000,294.34743147221843
183600,294.2409713811256
187200,294.1340833076629
190800,294.0316728439857
194400,293.9374567426737
198000,294.00765881125733
201600,294.1872378207676
205200,294.5823165122705
208800,294.91729975443377
212400,295.24355699646964
216000,295.55332440051336
219600,295.8415387664629
223200,295.4863926828409
226800,295.30784226577464
230400,295.2913846150241
234000,295.31434310959423
237600,295.2683622060783
241200,295.198541197529
244800,295.1225899848918
248400,295.0316818430161
252000,294.9381403978054
255600,294.8464598845056
259200,294.73702140714903
