time,vpos
0,-0.0003535617124066068
3600,-3.0637959287740503e-06
7200,5.862719954123085e-05
10800,3.3902555613762804e-05
14400,0.00022897626983380437
18000,0.00017407500464474584
21600,41.94814225062875
25200,37.18713025007293
28800,0.00013418719922892133
32400,2.7137460318411885e-05
36000,-4.394765538968018e-05
39600,0.0004899383430418885
43200,-0.0005210582642681389
46800,9.720300603991807e-05
50400,0.0001577592063975485
54000,0.00012264873783600735
57600,9.800714833913709e-05
61200,0.00017580690789396062
64800,0.0001930970434598207
68400,1.8691597202560558e-06
72000,-0.00022802329986625495
75600,-0.0006870884306778818
79200,0.00030368126936093924
82800,4.319100625997827e-05
86400,7.739223372577042e-06
90000,-9.181661176200872e-05
93600,6.124195268227125e-05
97200,-3.6218767556623875e-05
100800,-1.8342241600577402e-06
104400,-0.00023189403021870865
108000,48.354910428344425
111600,26.018377025561705
115200,-12.831629548490259
118800,-59.34329398466275
122400,-62.45353198520549
126000,-60.601731650762204
129600,-51.10333235600078
133200,-36.73665360878616
136800,-23.677119417231047
140400,0.00022211204756686712
144000,-7.04131556104835e-06
147600,-0.0008237577396801476
151200,-3.365056525831778e-05
154800,4.2199945165289574e-05
158400,-2.0099524123930656e-07
162000,-0.0004523537628673281
165600,-1.73357581477625e-05
169200,0.00020076603485592976
172800,-1.271478224717593e-05
176400,-0.0003145790972499026
180000,0.00011248030550033733
183600,7.877957752291096e-05
187200,4.1735367550806244e-05
190800,0.0002832042096242856
194400,3.266750289330697e-07
198000,-8.458580561276849
201600,-79.15020653287371
205200,-99.9999999999962
208800,-99.99999999999721
212400,-99.99999979602741
216000,-99.99999999996152
219600,-58.79497145635335
223200,-32.00659770932481
226800,-5.969886681746252
230400,5.540628321693907e-05
234000,0.0006219182774623523
237600,2.5387285156053263e-06
241200,-1.9185247657751362e-05
244800,-0.00010073421164549968
248400,2.7197290836111776e-06
252000,0.0002336451782450222
255600,-1.965967229179547e-06
259200,-1.965967229179547e-06
