time,cair.T
0,293.15
3600,293.06424680582916
7200,292.98468833084246
10800,292.8998766112903
14400,292.81303954678
18000,292.7627667044079
21600,293.1364708317623
25200,293.9540847041039
28800,294.2059849382001
32400,294.3512865218107
36000,294.4909008754531
39600,294.51738084660326
43200,294.5558601957481
46800,294.57736289660096
50400,294.5403665763523
54000,294.4578936426081
57600,294.3671160719266
61200,294.29403675896765
64800,294.20056956205013
68400,294.0976349015676
72000,294.006342666621
75600,293.9061810661485
79200,293.79231769702096
82800,293.679107999765
86400,293.56935252297154
90000,293.45116175826746
93600,293.3336412189286
97200,293.2167889726156
100800,293.12592727782555
104400,293.0355502468125
108000,292.96766503251536
111600,293.4459350627987
115200,294.29126368807687
118800,294.93302735847317
122400,295.2779065905189
126000,295.5360208137994
129600,295.4219864677395
133200,295.31180080188875
136800,295.26765016472433
140400,295.2350486725434
144000,295.2964531941307
147600,295.28709049903944
151200,295.20752249380394
154800,295.11633372924655
158400,295.0149074058825
162000,294.91121808752604
165600,294.80527562508877
169200,294.699937758777
172800,294.5996226113292
176400,294.4926137891338
180000,294.38337175006103
183600,294.2719145284971
187200,294.16032176338626
190800,294.05296874504387
194400,293.9586532265908
198000,293.9346330803667
201600,293.9741731339951
205200,294.2627096977708
208800,294.6081476187072
212400,294.9442230455292
216000,295.2635421874764
219600,295.5608214101543
223200,295.3385453521363
226800,295.243347321397
230400,295.2734985941442
234000,295.2965707806407
237600,295.2507072065739
241200,295.1809426521986
244800,295.1051002528157
248400,295.01429086514287
252000,294.92079522061283
255600,294.82921897044685
259200,294.7282301117839
