time,T,Qr,vetot
0,20.0,0.0,0.0
3600,19.917343893384498,0.0,0.0
7200,19.840869793830507,0.0,0.0
10800,19.759194833792037,0.0,0.0
14400,19.675406433534818,0.0,0.0
18000,19.628163331860094,0.0,0.0
21600,20.001597711780732,0.0,0.0
25200,20.764279140788062,0.0,0.0
28800,21.0,0.0,0.0
32400,21.145906447660877,0.0,0.0
36000,21.28597691316196,0.0,0.0
39600,21.31288575402334,0.0,0.0
43200,21.351787764393578,0.0,0.0
46800,21.37371002076378,0.0,0.0
50400,21.336975055965127,0.0,0.0
54000,21.254830116892435,0.0,0.0
57600,21.16435285854834,0.0,0.0
61200,21.091864504809053,0.0,0.0
64800,20.998692161731128,0.0,0.0
68400,20.905522993719558,0.0,0.0
72000,20.823894535738248,0.0,0.0
75600,20.733326906215268,0.0,0.0
79200,20.62899812262242,0.0,0.0
82800,20.52521291452541,0.0,0.0
86400,20.424878937738242,0.0,0.0
90000,20.315867703400386,0.0,0.0
93600,20.207664152162465,0.0,0.0
97200,20.099984909206455,0.0,0.0
100800,20.018304906280605,0.0,0.0
104400,19.937076116541107,0.0,0.0
108000,19.868974008913426,0.0,0.0
111600,20.165878743404335,0.0,0.0
115200,20.999999999999943,0.0,0.0
118800,21.480406569273327,0.0,0.0
122400,21.777475057450715,0.0,0.0
126000,21.999999999995964,0.0,0.0
129600,22.000000000000796,0.0,0.0
133200,22.020797347692508,0.0,0.0
136800,22.053337406484673,0.0,0.0
140400,22.067082476688824,0.0,0.0
144000,22.128609681291664,0.0,0.0
147600,22.119348367757425,0.0,0.0
151200,22.042292437454478,0.0,0.0
154800,21.955984973211343,0.0,0.0
158400,21.859410904204083,0.0,0.0
162000,21.760546687778458,0.0,0.0
165600,21.659405019581243,0.0,0.0
169200,21.55885346191701,0.0,0.0
172800,21.46327848678783,0.0,0.0
176400,21.36098611637533,0.0,0.0
180000,21.256381298534336,0.0,0.0
183600,21.14958689707447,0.0,0.0
187200,21.043050584944126,0.0,0.0
190800,20.940305358467924,0.0,0.0
194400,20.84577579116427,0.0,0.0
198000,20.86010975262036,0.0,0.0
201600,20.999999999999886,0.0,0.0
205200,21.405599076282215,0.0,0.0
208800,21.74145627418011,0.0,0.0
212400,22.068534262084654,0.0,0.0
216000,22.379100140748108,0.0,0.0
219600,22.668072280761862,0.0,0.0
223200,22.37007134154129,0.0,0.0
226800,22.218624260250124,0.0,0.0
230400,22.256996442255172,0.0,0.0
234000,22.279221283869106,0.0,0.0
237600,22.232284794795646,0.0,0.0
241200,22.16171327019572,0.0,0.0
244800,22.085057054325887,0.0,0.0
248400,21.99350919516104,0.0,0.0
252000,21.899279977799722,0.0,0.0
255600,21.80689420683416,0.0,0.0
259200,21.705180608885144,1.6290028125420823,0.0
