time,x0
0,293.15
3600,293.06739197819786
7200,292.9909274385845
10800,292.90913973390644
14400,292.8253632023961
18000,293.0601513068104
21600,293.7000742508089
25200,294.2976193169738
28800,294.2741685405173
32400,294.41876347431685
36000,294.5577661939182
39600,294.58362247376397
43200,294.62152776083053
46800,294.64250081453844
50400,294.6050680046804
54000,294.5222265529093
57600,294.43108334957867
61200,294.3575624756875
64800,294.26374730886914
68400,294.16983443129726
72000,294.0875059924554
75600,293.996267720644
79200,293.8913311720119
82800,293.7869797718583
86400,293.68602762560243
90000,293.57659460549064
93600,293.46776627764785
97200,293.3594610117741
100800,293.2770853764128
104400,293.19514863907284
108000,293.1162205068657
111600,293.166496271069
115200,293.9640970155853
118800,294.3346749217241
122400,294.75017262445095
126000,295.115894078456
129600,295.1161567731728
133200,295.311072250395
136800,295.41663313161564
140400,295.48055572390535
144000,295.5404934185653
147600,295.5297487015717
151200,295.4512960775233
154800,295.3634871355088
158400,295.26546459541856
162000,295.1651657818
165600,295.0625618071701
169200,294.9605516757645
172800,294.8636279116298
176400,294.7598846842461
180000,294.65404432097677
183600,294.5459092046749
187200,294.4374367252355
190800,294.33330449225963
194400,294.1515349721508
198000,294.0086797659817
201600,294.01421101249707
205200,294.15026086756035
208800,294.4993771092012
212400,294.838906906463
216000,295.1615866813618
219600,295.4620552373821
223200,295.20051517071187
226800,295.08406750511233
230400,294.9553191609971
234000,294.9805293003071
237600,294.93654451423197
241200,294.8689853267519
244800,294.7949851428476
248400,294.70598279932835
252000,294.6617341633135
255600,294.88164530590666
259200,294.8182957720099
