time,x0
0,293.15
3600,293.0673438933845
7200,292.9908697825318
10800,292.90943401658063
14400,292.8256442531624
18000,292.7785353595219
21600,293.1519282266055
25200,293.9738625571935
28800,294.1825683227581
32400,294.3281761977449
36000,294.4680102210188
39600,294.49441202520427
43200,294.5329851520976
46800,294.55466755825125
50400,294.5180507151276
54000,294.4356635362773
57600,294.3450112465849
61200,294.2720566448502
64800,294.1787517099363
68400,294.0853430166873
72000,294.00352846410806
75600,293.9127834527531
79200,293.8082959247174
82800,293.70439937713167
86400,293.6039008450842
90000,293.49492962107786
93600,293.38658354543827
97200,293.2788672541495
100800,293.19701922120106
104400,293.1156178849578
108000,293.0472306362948
111600,293.53869933515944
115200,294.5584777394329
118800,295.13468989874747
122400,295.41338192595157
126000,295.5750594852164
129600,295.30886175592923
133200,295.141667169991
136800,295.04702773846316
140400,294.99232053586326
144000,294.9872350534523
147600,294.97962783153423
151200,294.9042178683502
154800,294.8195229795365
158400,294.72457525916354
162000,294.6274153700562
165600,294.52786505846626
169200,294.4288960747845
172800,294.3349689838516
176400,294.23425626409244
180000,294.1312771103944
183600,294.026086927008
187200,293.9206992984746
190800,293.8195471442235
194400,293.7265546549672
198000,293.9323188755003
201600,294.2156445398967
205200,294.7083010659472
208800,295.0685025627173
212400,295.3899578555078
216000,295.69505361300924
219600,295.97883445973525
223200,295.59255481700797
226800,295.41898034596346
230400,295.4561606228163
234000,295.47807369155805
237600,295.43120647121657
241200,295.36033491888384
244800,295.2833804749743
248400,295.1915578024087
252000,295.0972203028899
255600,295.00459954690814
259200,294.93608227183097
