time,cair.T
0,293.15
3600,293.06424680582916
7200,292.9846883426784
10800,292.89987616550457
14400,292.8130404210107
18000,292.7627658686886
21600,293.13646391331383
25200,293.7879801888976
28800,294.05236988261805
32400,294.1992329602379
36000,294.3401295153767
39600,294.3679084715865
43200,294.4076121370706
46800,294.4302589388488
50400,294.39423850819196
54000,294.3125972612831
57600,294.2226436312615
61200,294.15038595703896
64800,294.05773281155166
68400,293.955638009417
72000,293.8652424797616
75600,293.7659468723999
79200,293.652885544099
82800,293.5404619781111
86400,293.43150499226
90000,293.31409844715694
93600,293.19735563555577
97200,293.081275741429
100800,292.9912904663156
104400,292.9017728580707
108000,292.834738503193
111600,292.9599346607432
115200,293.6815747817173
118800,293.9552537467301
122400,294.07352009471026
126000,294.32142858083256
129600,294.50037793556976
133200,294.6924470606059
136800,294.7999038222045
140400,294.8968127900899
144000,294.960135850571
147600,294.9526845895208
151200,294.87502262134035
154800,294.7857403834748
158400,294.68618620377964
162000,294.58436314416156
165600,294.4802795247286
169200,294.37677966885724
172800,294.27834535276156
176400,294.17316101133565
180000,294.06573480312704
183600,293.95607855747096
187200,293.8463024162977
190800,293.74074209362226
194400,293.64819992841916
198000,293.87171266722476
201600,294.18797720402796
205200,294.49698108227483
208800,294.834755737467
212400,295.16363443995624
216000,295.47595217015765
219600,295.76658686483455
223200,295.4181636157271
226800,295.2804624762138
230400,295.35422642292514
234000,295.3767860696167
237600,295.33040788009777
241200,295.2601547436315
244800,295.1838204076939
248400,295.0925637336532
252000,294.9986154019488
255600,294.9065763175768
259200,294.80514856150745
