time,x0
0,293.15
3600,293.0673547458538
7200,292.9908872878452
10800,292.9943084450893
14400,292.9957617103465
18000,293.033510227431
21600,293.4886149741108
25200,294.0813953320976
28800,294.15
32400,294.2959792985715
36000,294.43613024092105
39600,294.46314174366097
43200,294.5020680004919
46800,294.5240047788207
50400,294.48741740726007
54000,294.4053663744446
57600,294.3149291831315
61200,294.2422419618696
64800,294.149159742401
68400,294.0560052796383
72000,293.97444042674186
75600,293.8839323002389
79200,293.77955959724153
82800,293.6758665618823
86400,293.57556877586273
90000,293.4667759050692
93600,293.3586144507596
97200,293.30922515545393
100800,293.28569283969307
104400,293.26257024059225
108000,293.25254132623155
111600,293.4333649300522
115200,294.15000000000003
118800,294.4822518468681
122400,294.8532280810124
126000,295.1500000000029
129600,295.1848123640309
133200,295.1881623442259
136800,295.2119126470058
140400,295.2214110275827
144000,295.28286477652057
147600,295.2734971335801
151200,295.19640699587165
154800,295.11125506990373
158400,295.0142929131719
162000,294.9150291809906
165600,294.8135104021668
169200,294.71253396987885
172800,294.61656275004185
176400,294.51405814216173
180000,294.4094966602182
183600,294.315080433595
187200,294.22054300840654
190800,294.13022054399937
194400,294.0480921402922
198000,294.02447264484533
201600,294.07019974057937
205200,294.20469451408417
208800,294.55203017328154
212400,294.88988779680864
216000,295.21094077320305
219600,295.5098654533271
223200,295.36596498337906
226800,295.29161544515125
230400,295.36529174839296
234000,295.3877210891175
237600,295.3412343531546
241200,295.270829486281
244800,295.1944207796266
248400,295.1030796912131
252000,295.00914909525045
255600,294.9170259916662
259200,294.81538611302915
