time,cair.T
0,293.15
3600,293.06425004986625
7200,292.98470068677153
10800,293.0336359217152
14400,293.0831606018037
18000,293.1726599616642
21600,293.6731440440324
25200,294.21343105424626
28800,294.19074867618434
32400,294.336203694964
36000,294.47594714906967
39600,294.50254908336643
43200,294.5411445494211
46800,294.56277067115315
50400,294.52587248878376
54000,294.4434815037273
57600,294.35278294831346
61200,294.27978425752787
64800,294.1863967148756
68400,294.08354469577756
72000,293.99234093998655
75600,293.89226475090095
79200,293.7784853311421
82800,293.6653490280121
86400,293.5556725599049
90000,293.4375068657469
93600,293.32006635530723
97200,293.2032907241111
100800,292.9728395906748
104400,292.74312072799546
108000,292.57601500103664
111600,292.7053875400426
115200,293.7849261208963
118800,294.0176409047657
122400,294.36976891784184
126000,294.7496759697515
129600,294.85550875430044
133200,294.9893732173958
136800,295.0792991865364
140400,295.0936734936574
144000,295.0480969758845
147600,295.0401432173374
151200,294.96198877748736
154800,294.8722072549497
158400,294.77216652303895
162000,294.6698552397114
165600,294.56528535163346
169200,294.46131153348813
172800,294.36238409358293
176400,294.25672216843117
180000,294.1488208611358
183600,294.1392016375807
187200,294.13117280067445
190800,294.12851788990844
194400,294.13539850563325
198000,294.2023458617152
201600,294.3289286070028
205200,294.9342200870095
208800,295.56996270111114
212400,295.9401849354209
216000,296.2277229651218
219600,296.4948410520858
223200,296.0773635217782
226800,295.83326527395843
230400,295.79472242241803
234000,295.8144874536019
237600,295.7653342680063
241200,295.69241364832516
244800,295.6134004519312
248400,295.51970053659056
252000,295.423335680227
255600,295.32878742607556
259200,295.224962575328
