time,vpos
0,-0.0003535617124066068
3600,-2.756488690491352e-06
7200,-0.0006612739928622185
10800,-0.0008863658564412598
14400,2.902646193774549e-05
18000,-0.001968155047981072
21600,31.30104325074734
25200,35.8011610208606
28800,6.307962285622489e-05
32400,1.3106402231162812e-05
36000,-1.362643737626076e-06
39600,-0.0007496163238891798
43200,0.00028628921723231754
46800,-0.0008007553114140935
50400,0.0001737651689946284
54000,0.0004093680276516179
57600,6.107120382489724e-05
61200,-5.556231199275874e-08
64800,-0.0003811330354126807
68400,0.0003477058003141062
72000,0.00017115374905903632
75600,-2.1652869999929346e-08
79200,-7.517488267164905e-05
82800,0.0002473180095556525
86400,-0.00035150097142504027
90000,0.00013035093951320657
93600,-9.451077552144314e-05
97200,7.286107744259665e-06
100800,-4.502359682302028e-05
104400,-0.000484448073805796
108000,36.37357259673032
111600,35.78830944636561
115200,-30.971895905266738
118800,-67.01312089378938
122400,-77.77399164165813
126000,-48.152999373492825
129600,-45.98024497364049
133200,-28.969411412847595
136800,-17.17704281596276
140400,-3.642496459710814
144000,7.98364191967587e-06
147600,-5.2161344655058675e-05
151200,-4.3103641900004135e-05
154800,-0.0002712348966254709
158400,-1.1375928930777757e-06
162000,1.0087754926879568e-05
165600,-0.0004885651680771099
169200,0.000269599475123134
172800,-0.0006223834557121168
176400,0.0002350135910429027
180000,-0.0001853059222078153
183600,0.0002572622498972835
187200,0.0002267715262699313
190800,0.0002096273623925792
194400,11.174416704188998
198000,17.77081562117531
201600,-63.19786064979337
205200,-99.99999999999967
208800,-100.0
212400,-73.70081454971016
216000,-100.0
219600,-95.48864597923962
223200,-52.037031109216215
226800,-17.07585991989079
230400,-5.9888765359819785e-05
234000,-2.8173674692500263e-05
237600,-2.052020168827437e-06
241200,-0.00011206021522957544
244800,0.0005158342129691582
248400,3.343400170514345e-05
252000,-3.405269664926108e-06
255600,-5.000707828243297e-08
259200,-5.000707828243297e-08
