time,x0
0,293.15
3600,293.06424680582916
7200,292.984688356007
10800,292.89987137295515
14400,292.81302760855255
18000,292.76275336916916
21600,293.1364421763439
25200,293.8765357804691
28800,294.11875462081707
32400,294.26494297767795
36000,294.40529005008955
39600,294.43250832840783
43200,294.47167725345406
46800,294.4938330999643
50400,294.4573861103018
54000,294.3753843948563
57600,294.2850773461968
61200,294.21246346844777
64800,294.1194580458604
68400,294.0169976507858
72000,293.92621951187726
75600,293.82655221227924
79200,293.71314593111106
82800,293.6003828983447
86400,293.49108285509556
90000,293.3733337763019
93600,293.2562567047481
97200,293.13984261696396
100800,293.04947882320783
104400,292.9595864848723
108000,292.8921813426902
111600,293.2833719938596
115200,294.2035599844493
118800,294.71533322380594
122400,295.0092746867154
126000,295.16107487911364
129600,295.1410255915564
133200,295.07004893849336
136800,295.08430063571865
140400,295.1004639664797
144000,295.1358874520288
147600,295.12743639173954
151200,295.04878040291914
154800,294.9585015580506
158400,294.85796894904263
162000,294.75517054899615
165600,294.6501173397074
169200,294.54565687084045
172800,294.4462403907629
176400,294.3400978373988
180000,294.2317256817373
183600,294.121127190238
187200,294.01040182781924
190800,293.90390128587563
194400,293.8104314972182
198000,293.86929603325467
201600,294.1017523293867
205200,294.50256332965324
208800,294.84015538327606
212400,295.16886260201096
216000,295.67154764297067
219600,295.9560637944481
223200,295.4620472031711
226800,295.2190833927233
230400,295.167840407034
234000,295.19158205999304
237600,295.14637976556713
241200,295.077255005718
244800,295.0020547753179
248400,294.91183604773164
252000,294.8189222556119
255600,294.72794637334243
259200,294.62892805570203
