time,cair.T
0,293.15
3600,293.0673438933845
7200,292.9908697905856
10800,292.9091462416552
14400,292.8253724982792
18000,292.77811612665374
21600,293.1515171711658
25200,293.77178272354286
28800,293.9724784506388
32400,294.1201475267666
36000,294.2617041959447
39600,294.2901253200001
43200,294.330471876251
46800,294.3536871743037
50400,294.3181181919559
54000,294.245151640447
57600,294.15680737338334
61200,294.08464212268046
64800,293.9924255541363
68400,293.9001161727372
72000,293.81947365085
75600,293.72985737204266
79200,293.6263997829005
82800,293.5235295838855
86400,293.4240904251946
90000,293.3161240512588
93600,293.2087876971469
97200,293.10204575013756
100800,293.0214130685908
104400,292.9411651950952
108000,292.8738326525005
111600,293.14540580704397
115200,294.06664293143825
118800,294.5263768298148
122400,294.80593723866997
126000,295.0928493346981
129600,295.09127024650024
133200,295.11643270549826
136800,295.0967010015141
140400,295.14083044631036
144000,295.1452920578639
147600,295.1367875494623
151200,295.0604558366585
154800,294.9749041339527
158400,294.87907429386223
162000,294.7809500070612
165600,294.6805457970756
169200,294.5805967496888
172800,294.4857684281864
176400,294.384199945004
180000,294.28036868678674
183600,294.17428934404785
187200,294.06802066150146
190800,293.9659852277539
194400,293.87213454810205
198000,293.9892371686943
201600,294.1635785884915
205200,294.6123540163396
208800,294.94635469981176
212400,295.2716892051974
216000,295.58055891139816
219600,295.8679213377552
223200,295.5739621939274
226800,295.40423736962794
230400,295.37951736920166
234000,295.4019165712094
237600,295.35538006488935
241200,295.2849734977924
244800,295.20848629949563
248400,295.11708959834175
252000,295.0230103072575
255600,294.93082817175735
259200,294.8292626228978
