time,cair.T
0,293.15
3600,293.06740368807766
7200,292.9909394109906
10800,292.90914733551773
14400,292.8252908222948
18000,292.9142593731012
21600,293.4171897956219
25200,294.0469345403303
28800,294.1367812714806
32400,294.28304088190913
36000,294.4232874728511
39600,294.4502283647318
43200,294.4892864651094
46800,294.511374636221
50400,294.4748117545866
54000,294.39271444681447
57600,294.30229961515533
61200,294.2296985511895
64800,294.1365957465624
68400,294.04344713348655
72000,293.96191927291517
75600,293.8714589161732
79200,293.76722908358994
82800,293.6635808728387
86400,293.56333964313876
90000,293.4546023790096
93600,293.3464911564268
97200,293.2389793554049
100800,293.15735311760903
104400,293.19780689623275
108000,293.24355508965584
111600,293.4694377453464
115200,294.2101666934951
118800,294.5065749772434
122400,294.8393760140338
126000,295.11404735417995
129600,295.14697456131836
133200,295.17082573310205
136800,295.18009829993804
140400,295.246030013146
144000,295.30762618601597
147600,295.29816283268303
151200,295.22099560679646
154800,295.13442538912244
158400,295.03781785221656
162000,294.9387180100021
165600,294.83742467957074
169200,294.73670739698167
172800,294.64098040168227
176400,294.53852305909106
180000,294.433634982069
183600,294.3267467187198
187200,294.2196537116195
190800,294.1169487639345
194400,294.0097691917019
198000,293.9587335069508
201600,293.9512638742137
205200,294.0890620800118
208800,294.4401801990507
212400,294.78158999171444
216000,295.1060987474437
219600,295.40830305587076
223200,295.18217547236895
226800,295.0860486165529
230400,294.9759395811202
234000,295.000939481036
237600,294.95696805550165
241200,294.8889200954025
244800,294.81496648076177
248400,294.72581387744395
252000,294.6339067672055
255600,294.5440099421511
259200,294.44462369464617
