time,T,Qr,vetot
0,20.0,0.0,0.0
3600,19.917377996368657,0.0,0.0
7200,19.8408231771852,0.0,0.0
10800,19.759078925967344,0.0,0.0
14400,19.675292002074684,0.0,0.0
18000,19.62815828468058,0.0,0.0
21600,20.00153823118376,0.0,0.0
25200,20.513379335330853,0.0,0.0
28800,20.747296185309096,0.0,0.0
32400,20.89574762958057,0.0,0.0
36000,21.037929123365984,0.0,0.0
39600,21.067097268648183,0.0,0.0
43200,21.10801020455085,0.0,0.0
46800,21.131780603876336,0.0,0.0
50400,21.096826961483828,0.0,0.0
54000,21.016019514708773,0.0,0.0
57600,20.94339426434277,0.0,0.0
61200,20.87183363720368,0.0,0.0
64800,20.779934811618602,0.0,0.0
68400,20.687999289222546,0.0,0.0
72000,20.60775772850451,0.0,0.0
75600,20.518540164449632,0.0,0.0
79200,20.415448398844717,0.0,0.0
82800,20.312943911136585,0.0,0.0
86400,20.21385355599807,0.0,0.0
90000,20.10624249689363,0.0,0.0
93600,19.99924192296919,0.0,0.0
97200,19.892848578722123,0.0,0.0
100800,19.81262047868779,0.0,0.0
104400,19.8202807053147,0.0,0.0
108000,19.85299819309779,0.0,0.0
111600,20.092350962354544,0.0,0.0
115200,20.94247135385166,0.0,0.0
118800,21.2505523721793,0.0,0.0
122400,21.607018708875216,0.0,0.0
126000,21.913466590269593,0.0,0.0
129600,21.92275568903409,0.0,0.0
133200,21.98663242343548,0.0,0.0
136800,21.980850998197013,0.0,0.0
140400,22.020867284086535,0.0,0.0
144000,22.082700135562675,0.0,0.0
147600,22.073740104590627,0.0,0.0
151200,21.996836797007177,0.0,0.0
154800,21.91077201854921,0.0,0.0
158400,21.81453800676445,0.0,0.0
162000,21.71601842130474,0.0,0.0
165600,21.615144046053388,0.0,0.0
169200,21.51473740432158,0.0,0.0
172800,21.419270641647188,0.0,0.0
176400,21.317368096184225,0.0,0.0
180000,21.213010707910996,0.0,0.0
183600,21.10648111008851,0.0,0.0
187200,20.99979109252064,0.0,0.0
190800,20.903531067052484,0.0,0.0
194400,20.819583789538626,0.0,0.0
198000,20.800486555703003,0.0,0.0
201600,20.856174617877286,0.0,0.0
205200,20.99244768303106,0.0,0.0
208800,21.341819502243652,0.0,0.0
212400,21.6815893165317,0.0,0.0
216000,22.004502595480176,0.0,0.0
219600,22.305192753175845,0.0,0.0
223200,22.123113984029203,0.0,0.0
226800,21.96859156336552,0.0,0.0
230400,21.780111077017523,0.0,0.0
234000,21.805526901837254,0.0,0.0
237600,21.761770127073362,0.0,0.0
241200,21.694129273350484,0.0,0.0
244800,21.620468839092098,0.0,0.0
248400,21.531567536216414,0.0,0.0
252000,21.439926601461877,-1004.2233775317223,0.0
255600,21.35029307057846,-1332.5137782677095,0.0
259200,21.251153812942505,-1853.6536746406027,0.0
