time,vpos
0,1.194424612058487e-07
3600,-3.3692088161187944e-07
7200,12.387646251704899
10800,12.267004460964136
14400,15.352846194811438
18000,17.46737030883113
21600,15.437087485850912
25200,5.478473731390911
28800,9.302381388017008e-06
32400,0.0002453058557138704
36000,0.0007235865570248608
39600,-2.1697010262199828e-05
43200,0.00011397357485850397
46800,-0.00023327300422226283
50400,0.00022652434602927173
54000,3.961550832771131e-05
57600,-2.800136850906259e-07
61200,-5.921285198056889e-07
64800,0.00010481925280381563
68400,0.00014208491978548134
72000,0.0012690224214407866
75600,0.0003757340150265659
79200,-5.457486426319821e-05
82800,-2.9588214615009956e-05
86400,-2.659143882460338e-05
90000,-9.801066418487875e-06
93600,5.946140885988771
97200,5.438805495248046
100800,7.953350044984645
104400,9.457886943303095
108000,10.479322758226694
111600,14.110429140431885
115200,-67.208137490274
118800,-61.400364946499195
122400,-55.388909784555416
126000,-43.59806587575114
129600,-35.849080416056275
133200,-30.203390421767306
136800,-11.801290995687966
140400,-7.772120981096481
144000,2.698973723699416e-06
147600,-0.00018913999164975543
151200,-2.5813595296409977e-05
154800,0.00042656857688103475
158400,1.148115785299178e-06
162000,0.0006086049646283811
165600,-2.7351863756769435e-07
169200,-9.168012362094169e-05
172800,6.996303826178075e-05
176400,1.6702607078672438e-06
180000,4.063485166313432
183600,4.183680499556863
187200,4.276452389904398
190800,4.349233527930503
194400,7.204972129512356
198000,12.954567881179901
201600,-84.70232361697572
205200,-91.47457601494118
208800,-99.99999997999969
212400,-99.99999999999473
216000,-100.0
219600,-68.04479449577966
223200,-43.13834501716006
226800,-10.360277260386411
230400,-4.071077589443598e-05
234000,3.965894513292871e-05
237600,1.742904005109761e-06
241200,0.00011884590729456897
244800,0.0001478750281091553
248400,4.02891685373136e-05
252000,1.0689717592191003e-05
255600,9.100227134324123e-05
259200,6.429929565298605e-05
