time,cair.T
0,293.15
3600,293.0673863776995
7200,292.99092414247116
10800,292.90918652677954
14400,292.82540676868103
18000,293.14855017976157
21600,293.877378479261
25200,294.53387537222375
28800,294.50906729127627
32400,294.6512690603377
36000,294.78843703700363
39600,294.8025131222334
43200,294.82824984207014
46800,294.8476741704941
50400,294.808907131717
54000,294.72477529288983
57600,294.6323589822526
61200,294.55775021588437
64800,294.4626195962547
68400,294.3675841207688
72000,294.2839838426159
75600,294.1919817530965
79200,294.08592305286675
82800,293.9804719749727
86400,293.87840748114587
90000,293.7678891309414
93600,293.65799611310047
97200,293.54872437062056
100800,293.4651320787211
104400,293.53789179964986
108000,293.62415129941655
111600,293.8832789736362
115200,294.5585785689482
118800,294.9992254445361
122400,295.30800768772457
126000,295.5047968671991
129600,295.48898621843614
133200,295.46178620055025
136800,295.46925364640765
140400,295.47667007869114
144000,295.5372338581123
147600,295.5266088965706
151200,295.44811589514933
154800,295.360388952024
158400,295.26255133234827
162000,295.1621991668909
165600,295.0595690578032
169200,294.957861285692
172800,294.86075557237734
176400,294.7571093143669
180000,294.6510333869149
183600,294.54287326119476
187200,294.43452744019277
190800,294.3304311495105
194400,293.99580972726966
198000,293.748373228885
201600,293.6119156841066
205200,293.75913925337267
208800,294.12104949879586
212400,294.4725943516748
216000,294.806963176047
219600,295.11852492944166
223200,294.7078645841551
226800,294.6498487242998
230400,294.67860773484824
234000,294.70547125107794
237600,294.66352918314635
241200,294.59737220318283
244800,294.52501670681517
248400,294.43741849875903
252000,294.3472193436331
255600,294.2590531593756
259200,294.1612999355133
