time,x0
0,293.15
3600,293.0673438933845
7200,292.99086978856826
10800,292.9090387604809
14400,292.8252680978669
18000,292.7780124323514
21600,293.1514108665885
25200,293.9181357496228
28800,294.1521932878736
32400,294.2979985451126
36000,294.4380615887362
39600,294.46472725149596
43200,294.5036728863787
46800,294.5255907332633
50400,294.48893824503205
54000,294.40675701122825
57600,294.31617074115655
61200,294.2433799126748
64800,294.15019898620625
68400,294.0568019254691
72000,293.97517069937544
75600,293.88459957507376
79200,293.78026357338473
82800,293.6765207999945
86400,293.5761792898523
90000,293.46737147761365
93600,293.35915940005725
97200,293.2516215760766
100800,293.1700109734244
104400,293.0887558645962
108000,293.02053479477684
111600,293.143962504999
115200,293.89298255177454
118800,294.28475086493086
122400,294.5822951403539
126000,294.91057638760594
129600,294.9565712920337
133200,294.97045919688475
136800,294.97655771510404
140400,295.0698347023869
144000,295.1110182677799
147600,295.10270833194977
151200,295.0265900340515
154800,294.94122576190085
158400,294.84558710557593
162000,294.74765291921767
165600,294.6474227977986
169200,294.54777508485705
172800,294.4531378368041
176400,294.3517417901896
180000,294.2480956921283
183600,294.1422014415562
187200,294.03614687843486
190800,293.9341897595212
194400,293.84054646142386
198000,293.97675864201074
201600,294.17905944358023
205200,294.57991355325123
208800,294.9149753987587
212400,295.24130645845656
216000,295.5511456770932
219600,295.8394281970387
223200,295.54121445927535
226800,295.42049162535534
230400,295.4581489980813
234000,295.4801073008945
237600,295.4330747177012
241200,295.3621921667194
244800,295.28522626431646
248400,295.1932442183713
252000,295.09873267672936
255600,295.0061031811243
259200,294.89663496088264
