time,cair.T
0,293.15
3600,293.06424680582916
7200,292.9846883433648
10800,292.8998839421529
14400,292.81304716189936
18000,292.7627721273372
21600,293.13647490822285
25200,293.88329517739237
28800,294.1306234422363
32400,294.2766909111365
36000,294.4169374867094
39600,294.4440509287589
43200,294.4831309436574
46800,294.5051966377304
50400,294.4686757998143
54000,294.3866085267573
57600,294.2962332011913
61200,294.22355707585825
64800,294.13048662460045
68400,294.02796159106236
72000,293.93711361073923
75600,293.8373785241799
79200,293.72390967298406
82800,293.6110862288581
86400,293.5017249988273
90000,293.3839182482231
93600,293.26678032331466
97200,293.15030721265674
100800,293.059876272043
104400,292.9699183943437
108000,292.9024516128316
111600,293.4451584128051
115200,294.37751497411654
118800,294.91376314367415
122400,295.2359313861523
126000,295.5168096194982
129600,295.432682179914
133200,295.36450170848207
136800,295.35840075345817
140400,295.3591954899924
144000,295.41989362369156
147600,295.4098276384457
151200,295.3295690829149
154800,295.2376809926766
158400,295.13556505331945
162000,295.0311905008288
165600,294.92456725857664
169200,294.81854927936274
172800,294.71754214866667
176400,294.609864091954
180000,294.49995580264385
183600,294.38783618847873
187200,294.27557839158044
190800,294.16757054735547
194400,294.0726024713124
198000,294.04793131321
201600,294.1487821225704
205200,294.47701849791184
208800,294.81544615017646
212400,295.1449380930701
216000,295.4578524230785
219600,295.7490533070022
223200,295.41013562357045
226800,295.2340781299284
230400,295.2181163774981
234000,295.24153671284006
237600,295.19601731201936
241200,295.126588044501
244800,295.05108291251565
248400,294.96058154262454
252000,294.8673884809678
255600,294.77612545492894
259200,294.67543834362505
