time,vpos
0,-0.0003535617124066068
3600,-3.680626684852296e-06
7200,-0.0007589706822859477
10800,3.152614877627302e-05
14400,-8.161268229506198e-05
18000,-0.00047006566431876924
21600,21.460548295634656
25200,31.918557032394983
28800,-0.0005465956596370925
32400,-5.629306704353053e-05
36000,2.346496814585857e-05
39600,-9.225120662073897e-06
43200,-0.0006880931776924375
46800,1.308841562770217e-06
50400,-0.00021863094060410837
54000,-4.185090013490329e-06
57600,-3.695286225556031e-05
61200,8.910570997845602e-06
64800,0.00012647693127894167
68400,0.00039653324663156404
72000,0.0001507759920418671
75600,8.179920480209399e-05
79200,-3.1800965159344116e-06
82800,0.0003489702937896973
86400,-6.919437711115785e-05
90000,-0.00010656950082784819
93600,-0.0004275851684961491
97200,9.461755774099878e-05
100800,-7.054841695203272e-06
104400,6.750738474605337e-06
108000,79.35987681844475
111600,63.42839490187953
115200,-2.427587523962666
118800,-54.28444403664948
122400,-82.7379305561128
126000,-94.2465619140909
129600,-73.67415648723646
133200,-50.40413548761726
136800,-26.006120147191574
140400,-7.125202257769964e-08
144000,-0.00019138629404099998
147600,-0.0005122813725376722
151200,-0.0005892031080714788
154800,0.00027994558202239304
158400,-4.801627616221821e-05
162000,-0.00020829743324277523
165600,0.0002053424354918125
169200,-6.28930038018273e-05
172800,-4.434442714728435e-05
176400,0.0016493593977631572
180000,0.0002706756938717059
183600,0.0010990016287569615
187200,-0.00011339078261618507
190800,1.2806191891645557e-06
194400,3.799492724226235
198000,21.75983325604078
201600,-54.283295120775485
205200,-99.9999999999987
208800,-99.9999999998065
212400,-62.421776261010486
216000,-99.99999999999987
219600,-100.0
223200,-68.41570646132224
226800,-42.54612794777677
230400,-2.1071428721449945e-06
234000,-1.8826088034879624e-05
237600,1.6739090314671205e-05
241200,-0.00025924752337870896
244800,-0.00029185329153504
248400,-2.393028452350775e-05
252000,0.0008935472575647815
255600,5.3092894329118275e-06
259200,5.3092894329118275e-06
