time,cair.T
0,293.15
3600,293.06424680582916
7200,292.98468832981973
10800,292.8998706220334
14400,292.813033588414
18000,292.762758490131
21600,293.13645811821544
25200,293.8049033524788
28800,294.0190789314263
32400,294.16627669368074
36000,294.30746065849024
39600,294.33552244009957
43200,294.3754952126548
46800,294.39838338888626
50400,294.3625775258722
54000,294.28111113325286
57600,294.19133620585586
61200,294.1192537753773
64800,294.02677755575905
68400,293.9248676551649
72000,293.8346743601499
75600,293.7355683403129
79200,293.62267916943046
82800,293.510430251576
86400,293.4016495918911
90000,293.28441030829623
93600,293.16783630891103
97200,293.0519217397046
100800,292.9621271439019
104400,292.87278923260925
108000,292.80593833864293
111600,293.51294846514406
115200,294.628980406417
118800,295.3386560556638
122400,295.71123770752973
126000,295.8128459648168
129600,295.45000554173146
133200,295.1739444469229
136800,295.03023102156743
140400,294.981877695836
144000,295.04471784964977
147600,295.03678290190544
151200,294.9586381570788
154800,294.86887205521754
158400,294.7688523060162
162000,294.6665595097094
165600,294.56200775922935
169200,294.45805258286833
172800,294.3591436677615
176400,294.25349979980075
180000,294.14562964894907
183600,294.03552324284
187200,293.9252957414015
190800,293.8192758296589
194400,293.7262849022767
198000,293.7314799997921
201600,293.9941335344447
205200,294.46265559619474
208800,294.8015530742403
212400,295.1314862379869
216000,295.7170791242317
219600,296.0001709772608
223200,295.47277189026335
226800,295.10949398443194
230400,294.8718960615417
234000,294.89751567144907
237600,294.8541790629122
241200,294.78684648830045
244800,294.7134455894791
248400,294.6248625647192
252000,294.53357750039754
255600,294.4442947591149
259200,294.34549114613895
